Cond.,Aux@10,Aux@20,Aux@50
C1 Redact,0.7083333333333334,0.6458333333333334,0.6354166666666666
C1b Presidio,0.59375,0.5729166666666666,0.4791666666666667
C4 Local,0.6041666666666666,0.5520833333333334,0.5
C5 LG,0.0416666666666666,0.0,0.0
C6 Agg,0.0520833333333333,0.0,0.0
Chance,0.1,0.05,0.02
