Cond.,Word,Char,Hybrid,Field
C1 Redact,0.7083333333333334,0.5104166666666666,0.5729166666666666,0.9791666666666666
C1b Presidio,0.59375,0.4791666666666667,0.5104166666666666,0.9583333333333334
C4 Local,0.6041666666666666,0.4791666666666667,0.5208333333333334,0.9791666666666666
C5 LG,0.0416666666666666,0.03125,0.03125,0.2395833333333333
C6 Agg,0.0520833333333333,0.0208333333333333,0.0208333333333333,0.1145833333333333
