ablation,aux_top1,aux_top3,aux_mrr
remove_location,0.5833333333333334,0.8541666666666666,0.7274429563492063
remove_occupation,0.53125,0.8333333333333334,0.6902323082010583
remove_family,0.6875,0.875,0.7966559193121694
remove_medical,0.6770833333333334,0.875,0.791447585978836
remove_rare_event,0.7083333333333334,0.875,0.807072585978836
remove_schedule,0.6875,0.875,0.7966559193121694
