condition,risk_tier,pair_precision,pair_recall,pair_f1,fixedk_ari,fixedk_nmi,fixedk_bcubed_f1,attr_exact_recovery,attr_coarse_recovery,aux_top1,aux_top3,aux_mrr,n_personas
original,T1,1.0,1.0,1.0,1.0,1.0,1.0,0.008522727272727272,0.36363636363636365,0.25,0.65625,0.48632192460317464,32
original,T2,1.0,0.96875,0.9841269841269841,1.0,1.0,1.0,0.18181818181818182,1.0,0.8125,1.0,0.90625,32
original,T3,1.0,0.9270833333333334,0.9621621621621622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32
c1_direct_redaction,T1,0.10348583877995643,0.4947916666666667,0.17117117117117117,0.08676984972903187,0.640910291982056,0.34924321884032095,0.008522727272727272,0.36079545454545453,0.25,0.625,0.48371775793650795,32
c1_direct_redaction,T2,0.14506172839506173,0.4895833333333333,0.22380952380952382,0.11689191598616411,0.674569750657912,0.375,0.18181818181818182,1.0,0.8125,1.0,0.90625,32
c1_direct_redaction,T3,0.14383561643835616,0.4375,0.21649484536082475,0.10005936039177858,0.6637721646292247,0.35267539291176625,1.0,1.0,1.0,1.0,1.0,32
c1b_presidio_redaction,T1,0.10776545166402536,0.3541666666666667,0.1652490886998785,0.08297141030081799,0.609063592463264,0.3704558048067068,0.008522727272727272,0.2840909090909091,0.1875,0.5625,0.4203497023809524,32
c1b_presidio_redaction,T2,0.10445859872611465,0.4270833333333333,0.16786079836233367,0.05911774660599451,0.6410619056452614,0.31939844068487566,0.11931818181818182,0.9460227272727273,0.65625,1.0,0.8177083333333333,32
c1b_presidio_redaction,T3,0.1048252911813644,0.328125,0.15889029003783103,0.07851340909519233,0.6507509351324752,0.34518116283452693,0.8579545454545454,0.8579545454545454,1.0,1.0,1.0,32
c2_consistent_pseudonym,T1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3522727272727273,0.21875,0.625,0.46132192460317456,32
c2_consistent_pseudonym,T2,1.0,0.96875,0.9841269841269841,1.0,1.0,1.0,0.0,0.90625,0.1875,0.5,0.42745535714285715,32
c2_consistent_pseudonym,T3,1.0,0.9375,0.967741935483871,1.0,1.0,1.0,0.8153409090909091,0.8153409090909091,1.0,1.0,1.0,32
c3_per_doc_pseudonym,T1,0.09320905459387484,0.3645833333333333,0.14846235418875928,0.017548886182938185,0.6037931350870719,0.2866239454899416,0.0,0.3522727272727273,0.21875,0.625,0.46132192460317456,32
c3_per_doc_pseudonym,T2,0.08571428571428572,0.5,0.14634146341463414,0.11476448637611772,0.674209177445944,0.38139931740614336,0.0,0.90625,0.1875,0.5,0.42745535714285715,32
c3_per_doc_pseudonym,T3,0.09655172413793103,0.5104166666666666,0.1623860811930406,0.09939058171745152,0.6638778662014049,0.35455494858611825,0.8153409090909091,0.8153409090909091,1.0,1.0,1.0,32
c4_doc_local_anon,T1,0.10770975056689343,0.4947916666666667,0.17690875232774675,0.058749462074241726,0.6230118354178499,0.32342534029233555,0.008522727272727272,0.36079545454545453,0.25,0.625,0.48371775793650795,32
c4_doc_local_anon,T2,0.12351190476190477,0.4322916666666667,0.19212962962962962,0.05069124423963134,0.6317392438472571,0.31608039392378995,0.09090909090909091,1.0,0.71875,1.0,0.859375,32
c4_doc_local_anon,T3,0.1464354527938343,0.3958333333333333,0.21378340365682139,0.12056272323055617,0.6782377394615604,0.3762975778546712,0.8181818181818182,0.9971590909090909,1.0,1.0,1.0,32
c5_linkguard,T1,0.023622047244094488,1.0,0.046153846153846156,-0.030240483847741563,0.5505305193102676,0.25,0.0,0.0,0.0625,0.25,0.2794642857142857,32
c5_linkguard,T2,0.01925786754344763,0.21354166666666666,0.03532959931064197,-0.02900524273166746,0.56406647521971,0.25,0.0,0.16761363636363635,0.03125,0.25,0.2568700396825397,32
c5_linkguard,T3,0.017341040462427744,0.1875,0.031746031746031744,-0.029501661129568105,0.5577092889506166,0.25,0.0,0.17329545454545456,0.0625,0.3125,0.2705109126984127,32
c6_aggressive_redaction,T1,0.021052631578947368,0.6666666666666666,0.04081632653061224,-0.03611073960144443,0.47992407737961545,0.25,0.0,0.0,0.0625,0.25,0.27568204365079363,32
c6_aggressive_redaction,T2,0.019490254872563718,0.5416666666666666,0.03762662807525326,-0.03787908129671947,0.4440769212435764,0.25,0.0,0.0,0.09375,0.375,0.31257440476190473,32
c6_aggressive_redaction,T3,0.01827731092436975,0.453125,0.035137318255250405,-0.039707828815138,0.4121502046299185,0.25,0.0,0.0,0.0625,0.1875,0.2443080357142857,32
