persona_id,risk_tier,rank,top1,top3,score_true,top_candidate,condition
P0099,T1,2,0,1,0.016357198443740003,P0033,original
P0101,T3,1,1,1,0.1872260770830735,P0101,original
P0102,T1,4,0,0,0.013408936485296081,P0077,original
P0103,T2,1,1,1,0.0467534734663654,P0103,original
P0104,T3,1,1,1,0.15503224439972477,P0104,original
P0106,T2,2,0,1,0.028755628160020974,P0048,original
P0107,T3,1,1,1,0.18676216019058203,P0107,original
P0108,T1,3,0,1,0.012990344698394062,P0011,original
P0109,T2,1,1,1,0.05315419806299653,P0109,original
P0111,T1,3,0,1,0.011675259705564305,P0050,original
P0112,T2,1,1,1,0.035613889468363816,P0112,original
P0113,T3,1,1,1,0.19315576051997146,P0113,original
P0114,T1,1,1,1,0.016019186125805062,P0114,original
P0116,T3,1,1,1,0.1727459319624999,P0116,original
P0117,T1,2,0,1,0.012789543978076662,P0059,original
P0118,T2,2,0,1,0.034350474204202286,P0007,original
P0119,T3,1,1,1,0.1799298006232807,P0119,original
P0001,T2,1,1,1,0.05767888103782171,P0001,c1_direct_redaction
P0002,T3,1,1,1,0.2168584524303747,P0002,c1_direct_redaction
P0003,T1,3,0,1,0.02231112030889551,P0100,c1_direct_redaction
P0004,T2,1,1,1,0.03889669883572384,P0004,c1_direct_redaction
P0006,T1,8,0,0,0.009042411142747706,P0050,c1_direct_redaction
P0007,T2,1,1,1,0.05228551162289953,P0007,c1_direct_redaction
P0008,T3,1,1,1,0.19894081036624464,P0008,c1_direct_redaction
P0009,T1,1,1,1,0.019629783144428224,P0009,c1_direct_redaction
P0011,T3,1,1,1,0.21212641613674196,P0011,c1_direct_redaction
P0012,T1,6,0,0,0.004999831703376253,P0082,c1_direct_redaction
P0013,T2,2,0,1,0.039335906881262366,P0077,c1_direct_redaction
P0014,T3,1,1,1,0.19161533104684778,P0014,c1_direct_redaction
P0016,T2,1,1,1,0.06453001236417864,P0016,c1_direct_redaction
P0017,T3,1,1,1,0.18127643918761097,P0017,c1_direct_redaction
P0018,T1,3,0,1,0.008036770099615448,P0010,c1_direct_redaction
P0019,T2,1,1,1,0.03809462491434011,P0019,c1_direct_redaction
P0021,T1,2,0,1,0.014557961278214116,P0061,c1_direct_redaction
P0022,T2,1,1,1,0.038969765768080686,P0022,c1_direct_redaction
P0023,T3,1,1,1,0.19340840393537043,P0023,c1_direct_redaction
P0024,T1,1,1,1,0.022348757430135622,P0024,c1_direct_redaction
P0026,T3,1,1,1,0.15323832126701004,P0026,c1_direct_redaction
P0027,T1,9,0,0,0.003500294758992467,P0036,c1_direct_redaction
P0028,T2,1,1,1,0.03812763056721645,P0028,c1_direct_redaction
P0029,T3,1,1,1,0.22324772059018094,P0029,c1_direct_redaction
P0031,T2,1,1,1,0.05169743511665168,P0031,c1_direct_redaction
P0032,T3,1,1,1,0.18781388561439635,P0032,c1_direct_redaction
P0033,T1,1,1,1,0.03367025755415513,P0033,c1_direct_redaction
P0034,T2,1,1,1,0.036505907276534626,P0034,c1_direct_redaction
P0036,T1,2,0,1,0.01673333693979278,P0009,c1_direct_redaction
P0037,T2,1,1,1,0.0372862874189631,P0037,c1_direct_redaction
P0038,T3,1,1,1,0.2228126533640205,P0038,c1_direct_redaction
P0039,T1,2,0,1,0.020781291991850928,P0051,c1_direct_redaction
P0041,T3,1,1,1,0.20983770925981157,P0041,c1_direct_redaction
P0042,T1,2,0,1,0.010612519902341832,P0022,c1_direct_redaction
P0043,T2,1,1,1,0.038058841017148216,P0043,c1_direct_redaction
P0044,T3,1,1,1,0.19043734996451467,P0044,c1_direct_redaction
P0046,T2,1,1,1,0.053600508077450995,P0046,c1_direct_redaction
P0047,T3,1,1,1,0.23332527727927113,P0047,c1_direct_redaction
P0048,T1,4,0,0,0.010670997116669485,P0022,c1_direct_redaction
P0049,T2,1,1,1,0.03638255003598277,P0049,c1_direct_redaction
P0051,T1,1,1,1,0.026327397114073187,P0051,c1_direct_redaction
P0052,T2,1,1,1,0.043391098050759094,P0052,c1_direct_redaction
P0053,T3,1,1,1,0.21045387448565417,P0053,c1_direct_redaction
P0054,T1,1,1,1,0.01925922586896924,P0054,c1_direct_redaction
P0056,T3,1,1,1,0.17010868172193588,P0056,c1_direct_redaction
P0057,T1,5,0,0,0.014898281004361597,P0033,c1_direct_redaction
P0058,T2,1,1,1,0.05740967017221183,P0058,c1_direct_redaction
P0059,T3,1,1,1,0.15854543956044612,P0059,c1_direct_redaction
P0061,T2,1,1,1,0.04128600182650425,P0061,c1_direct_redaction
P0062,T3,1,1,1,0.1845026768387059,P0062,c1_direct_redaction
P0063,T1,2,0,1,0.020874361088273143,P0100,c1_direct_redaction
P0064,T2,1,1,1,0.06021627429198385,P0064,c1_direct_redaction
P0066,T1,5,0,0,0.00884428410211153,P0095,c1_direct_redaction
P0067,T2,2,0,1,0.03230147100665684,P0109,c1_direct_redaction
P0068,T3,1,1,1,0.18275922065134892,P0068,c1_direct_redaction
P0069,T1,5,0,0,0.007747296710118234,P0075,c1_direct_redaction
P0071,T3,1,1,1,0.16293331510914147,P0071,c1_direct_redaction
P0072,T1,4,0,0,0.009581052554458142,P0050,c1_direct_redaction
P0073,T2,1,1,1,0.04226574586084749,P0073,c1_direct_redaction
P0074,T3,1,1,1,0.21932020049043888,P0074,c1_direct_redaction
P0076,T2,2,0,1,0.028006660071787957,P0020,c1_direct_redaction
P0077,T3,1,1,1,0.18775157892913372,P0077,c1_direct_redaction
P0078,T1,4,0,0,0.010826448456316152,P0070,c1_direct_redaction
P0079,T2,1,1,1,0.035493391561339495,P0079,c1_direct_redaction
P0081,T1,6,0,0,0.006718051612482414,P0050,c1_direct_redaction
P0082,T2,1,1,1,0.04103030242226468,P0082,c1_direct_redaction
P0083,T3,1,1,1,0.20274572657360876,P0083,c1_direct_redaction
P0084,T1,3,0,1,0.0113949625362961,P0115,c1_direct_redaction
P0086,T3,1,1,1,0.19409494638549704,P0086,c1_direct_redaction
P0087,T1,1,1,1,0.023235623088103625,P0087,c1_direct_redaction
P0088,T2,1,1,1,0.049620500048174386,P0088,c1_direct_redaction
P0089,T3,1,1,1,0.18451765323284566,P0089,c1_direct_redaction
P0091,T2,2,0,1,0.031936063838611035,P0082,c1_direct_redaction
P0092,T3,1,1,1,0.18903126905558626,P0092,c1_direct_redaction
P0093,T1,7,0,0,0.005110749448921169,P0111,c1_direct_redaction
P0094,T2,1,1,1,0.045131982855217925,P0094,c1_direct_redaction
P0096,T1,1,1,1,0.019771301049343163,P0096,c1_direct_redaction
P0097,T2,1,1,1,0.04259658216623255,P0097,c1_direct_redaction
P0098,T3,1,1,1,0.19928912446763075,P0098,c1_direct_redaction
P0099,T1,2,0,1,0.01775042988290377,P0033,c1_direct_redaction
P0101,T3,1,1,1,0.20475382978711043,P0101,c1_direct_redaction
P0102,T1,4,0,0,0.014542559583473379,P0077,c1_direct_redaction
P0103,T2,1,1,1,0.05065128677085283,P0103,c1_direct_redaction
P0104,T3,1,1,1,0.1698515364891422,P0104,c1_direct_redaction
P0106,T2,2,0,1,0.031172560328721767,P0048,c1_direct_redaction
P0107,T3,1,1,1,0.2042939403818164,P0107,c1_direct_redaction
P0108,T1,3,0,1,0.014106043372975921,P0011,c1_direct_redaction
P0109,T2,1,1,1,0.05756959775015532,P0109,c1_direct_redaction
P0111,T1,3,0,1,0.012682872867329067,P0050,c1_direct_redaction
P0112,T2,1,1,1,0.038605903782943145,P0112,c1_direct_redaction
P0113,T3,1,1,1,0.21507215001139532,P0113,c1_direct_redaction
P0114,T1,1,1,1,0.017371487169999332,P0114,c1_direct_redaction
P0116,T3,1,1,1,0.1890294963765003,P0116,c1_direct_redaction
P0117,T1,2,0,1,0.013878049944856238,P0059,c1_direct_redaction
P0118,T2,2,0,1,0.0371933070946054,P0007,c1_direct_redaction
P0119,T3,1,1,1,0.19684935519430574,P0119,c1_direct_redaction
P0001,T2,1,1,1,0.051652019337597437,P0001,c1b_presidio_redaction
P0002,T3,1,1,1,0.18833730443954352,P0002,c1b_presidio_redaction
P0003,T1,4,0,0,0.014175781371870472,P0100,c1b_presidio_redaction
P0004,T2,1,1,1,0.034296802000476745,P0004,c1b_presidio_redaction
P0006,T1,9,0,0,0.003669875444109792,P0050,c1b_presidio_redaction
P0007,T2,1,1,1,0.04745909912323139,P0007,c1b_presidio_redaction
P0008,T3,1,1,1,0.19161443117610735,P0008,c1b_presidio_redaction
P0009,T1,1,1,1,0.019549608146164816,P0009,c1b_presidio_redaction
P0011,T3,1,1,1,0.18607121746028868,P0011,c1b_presidio_redaction
P0012,T1,8,0,0,0.0025873665670515236,P0082,c1b_presidio_redaction
P0013,T2,2,0,1,0.03215135320074155,P0077,c1b_presidio_redaction
P0014,T3,1,1,1,0.15591417503834742,P0014,c1b_presidio_redaction
P0016,T2,1,1,1,0.055306058066697375,P0016,c1b_presidio_redaction
P0017,T3,1,1,1,0.16604216387934592,P0017,c1b_presidio_redaction
P0018,T1,3,0,1,0.007977830894815668,P0010,c1b_presidio_redaction
P0019,T2,2,0,1,0.02430520738313444,P0110,c1b_presidio_redaction
P0021,T1,2,0,1,0.012448533120201666,P0061,c1b_presidio_redaction
P0022,T2,1,1,1,0.028282324753148156,P0022,c1b_presidio_redaction
P0023,T3,1,1,1,0.18899496993501708,P0023,c1b_presidio_redaction
P0024,T1,1,1,1,0.016151433349160953,P0024,c1b_presidio_redaction
P0026,T3,1,1,1,0.12167904483599301,P0026,c1b_presidio_redaction
P0027,T1,9,0,0,0.003485979007355935,P0036,c1b_presidio_redaction
P0028,T2,3,0,1,0.022119282705713984,P0052,c1b_presidio_redaction
P0029,T3,1,1,1,0.20107091918154166,P0029,c1b_presidio_redaction
P0031,T2,1,1,1,0.04021835111846712,P0031,c1b_presidio_redaction
P0032,T3,1,1,1,0.16465435779605217,P0032,c1b_presidio_redaction
P0033,T1,1,1,1,0.029477904337047237,P0033,c1b_presidio_redaction
P0034,T2,1,1,1,0.02683152862848055,P0034,c1b_presidio_redaction
P0036,T1,3,0,1,0.011914160092417529,P0009,c1b_presidio_redaction
P0037,T2,2,0,1,0.028324553606111635,P0050,c1b_presidio_redaction
P0038,T3,1,1,1,0.21361633205119235,P0038,c1b_presidio_redaction
P0039,T1,3,0,1,0.014969482390601982,P0051,c1b_presidio_redaction
P0041,T3,1,1,1,0.1909467829855412,P0041,c1b_presidio_redaction
P0042,T1,2,0,1,0.010569153943386584,P0022,c1b_presidio_redaction
P0043,T2,1,1,1,0.030748217668743937,P0043,c1b_presidio_redaction
P0044,T3,1,1,1,0.1757161703645245,P0044,c1b_presidio_redaction
P0046,T2,1,1,1,0.04487735057642993,P0046,c1b_presidio_redaction
P0047,T3,1,1,1,0.2242175892620069,P0047,c1b_presidio_redaction
P0048,T1,4,0,0,0.010627176864033552,P0022,c1b_presidio_redaction
P0049,T2,2,0,1,0.02205367549832856,P0001,c1b_presidio_redaction
P0051,T1,1,1,1,0.026158783476119274,P0051,c1b_presidio_redaction
P0052,T2,1,1,1,0.035978511754588556,P0052,c1b_presidio_redaction
P0053,T3,1,1,1,0.18782108532176153,P0053,c1b_presidio_redaction
P0054,T1,1,1,1,0.019179724434860358,P0054,c1b_presidio_redaction
P0056,T3,1,1,1,0.15387264062236225,P0056,c1b_presidio_redaction
P0057,T1,6,0,0,0.008886841960391051,P0033,c1b_presidio_redaction
P0058,T2,1,1,1,0.04686988532184085,P0058,c1b_presidio_redaction
P0059,T3,1,1,1,0.145417246629123,P0059,c1b_presidio_redaction
P0061,T2,1,1,1,0.033373708513979264,P0061,c1b_presidio_redaction
P0062,T3,1,1,1,0.15972733828584698,P0062,c1b_presidio_redaction
P0063,T1,2,0,1,0.0148137812297364,P0100,c1b_presidio_redaction
P0064,T2,3,0,1,0.030682091103254015,P0058,c1b_presidio_redaction
P0066,T1,5,0,0,0.00744295214472677,P0095,c1b_presidio_redaction
P0067,T2,2,0,1,0.02499801113646585,P0109,c1b_presidio_redaction
P0068,T3,1,1,1,0.17137184795837937,P0068,c1b_presidio_redaction
P0069,T1,5,0,0,0.007689848474332157,P0075,c1b_presidio_redaction
P0071,T3,1,1,1,0.14815769674176463,P0071,c1b_presidio_redaction
P0072,T1,5,0,0,0.008195438313352215,P0050,c1b_presidio_redaction
P0073,T2,1,1,1,0.03659357693838134,P0073,c1b_presidio_redaction
P0074,T3,1,1,1,0.20078961339158832,P0074,c1b_presidio_redaction
P0076,T2,2,0,1,0.01865622159146309,P0020,c1b_presidio_redaction
P0077,T3,1,1,1,0.16440066856933278,P0077,c1b_presidio_redaction
P0078,T1,4,0,0,0.009032107443045464,P0070,c1b_presidio_redaction
P0079,T2,1,1,1,0.029089935674366747,P0079,c1b_presidio_redaction
P0081,T1,9,0,0,0.0009527020802448854,P0050,c1b_presidio_redaction
P0082,T2,1,1,1,0.038814017419386455,P0082,c1b_presidio_redaction
P0083,T3,1,1,1,0.19428843097853926,P0083,c1b_presidio_redaction
P0084,T1,3,0,1,0.009715636875442649,P0115,c1b_presidio_redaction
P0086,T3,1,1,1,0.18933378485459182,P0086,c1b_presidio_redaction
P0087,T1,1,1,1,0.01915763678355576,P0087,c1b_presidio_redaction
P0088,T2,1,1,1,0.04265196514133811,P0088,c1b_presidio_redaction
P0089,T3,1,1,1,0.1691127512060231,P0089,c1b_presidio_redaction
P0091,T2,2,0,1,0.031743348532497315,P0082,c1b_presidio_redaction
P0092,T3,1,1,1,0.17078772942093873,P0092,c1b_presidio_redaction
P0093,T1,7,0,0,0.005072392443382827,P0111,c1b_presidio_redaction
P0094,T2,1,1,1,0.03697828011017062,P0094,c1b_presidio_redaction
P0096,T1,2,0,1,0.016876186618379925,P0053,c1b_presidio_redaction
P0097,T2,1,1,1,0.03499740561162898,P0097,c1b_presidio_redaction
P0098,T3,1,1,1,0.1941847062813724,P0098,c1b_presidio_redaction
P0099,T1,2,0,1,0.013646779400080784,P0033,c1b_presidio_redaction
P0101,T3,1,1,1,0.18078440122898481,P0101,c1b_presidio_redaction
P0102,T1,4,0,0,0.009321588296675766,P0077,c1b_presidio_redaction
P0103,T2,1,1,1,0.04489708655129943,P0103,c1b_presidio_redaction
P0104,T3,1,1,1,0.15370849446431664,P0104,c1b_presidio_redaction
P0106,T2,2,0,1,0.026124894867258316,P0048,c1b_presidio_redaction
P0107,T3,1,1,1,0.18905217920912576,P0107,c1b_presidio_redaction
P0108,T1,3,0,1,0.011510664686557998,P0011,c1b_presidio_redaction
P0109,T2,1,1,1,0.03359766567823232,P0109,c1b_presidio_redaction
P0111,T1,3,0,1,0.010169662792806877,P0050,c1b_presidio_redaction
P0112,T2,1,1,1,0.0306087608976099,P0112,c1b_presidio_redaction
P0113,T3,1,1,1,0.20076315850166476,P0113,c1b_presidio_redaction
P0114,T1,4,0,0,0.008932611301016214,P0070,c1b_presidio_redaction
P0116,T3,1,1,1,0.17564762436175904,P0116,c1b_presidio_redaction
P0117,T1,3,0,1,0.011424629593651672,P0059,c1b_presidio_redaction
P0118,T2,2,0,1,0.029553948603944405,P0007,c1b_presidio_redaction
P0119,T3,1,1,1,0.18446754524970674,P0119,c1b_presidio_redaction
P0001,T2,2,0,1,0.019531086918305487,P0025,c2_consistent_pseudonym
P0002,T3,1,1,1,0.18233864121578885,P0002,c2_consistent_pseudonym
P0003,T1,3,0,1,0.02222039852015489,P0100,c2_consistent_pseudonym
P0004,T2,4,0,0,0.016849270498599897,P0058,c2_consistent_pseudonym
P0006,T1,8,0,0,0.009006074650821523,P0050,c2_consistent_pseudonym
P0007,T2,2,0,1,0.019114659720936424,P0033,c2_consistent_pseudonym
P0008,T3,1,1,1,0.15070535409623978,P0008,c2_consistent_pseudonym
P0009,T1,2,0,1,0.012160318247902875,P0099,c2_consistent_pseudonym
P0011,T3,1,1,1,0.18787121368184184,P0011,c2_consistent_pseudonym
P0012,T1,6,0,0,0.004979709849827495,P0082,c2_consistent_pseudonym
P0013,T2,4,0,0,0.01682261044377874,P0033,c2_consistent_pseudonym
P0014,T3,1,1,1,0.13981061939566763,P0014,c2_consistent_pseudonym
P0016,T2,1,1,1,0.01670652879795722,P0016,c2_consistent_pseudonym
P0017,T3,1,1,1,0.11967711292797047,P0017,c2_consistent_pseudonym
P0018,T1,3,0,1,0.008003924573658007,P0010,c2_consistent_pseudonym
P0019,T2,4,0,0,0.015301044464573277,P0011,c2_consistent_pseudonym
P0021,T1,2,0,1,0.01449894074863464,P0061,c2_consistent_pseudonym
P0022,T2,1,1,1,0.02203206803081565,P0022,c2_consistent_pseudonym
P0023,T3,1,1,1,0.16419255408380404,P0023,c2_consistent_pseudonym
P0024,T1,1,1,1,0.02225691918031805,P0024,c2_consistent_pseudonym
P0026,T3,1,1,1,0.13426759519861595,P0026,c2_consistent_pseudonym
P0027,T1,9,0,0,0.003485979007355935,P0036,c2_consistent_pseudonym
P0028,T2,2,0,1,0.016616344834035138,P0092,c2_consistent_pseudonym
P0029,T3,1,1,1,0.18945394090687245,P0029,c2_consistent_pseudonym
P0031,T2,2,0,1,0.01394873839556082,P0057,c2_consistent_pseudonym
P0032,T3,1,1,1,0.1582000358729527,P0032,c2_consistent_pseudonym
P0033,T1,1,1,1,0.033532759524880835,P0033,c2_consistent_pseudonym
P0034,T2,5,0,0,0.014151328541498729,P0114,c2_consistent_pseudonym
P0036,T1,2,0,1,0.016665472649133692,P0009,c2_consistent_pseudonym
P0037,T2,7,0,0,0.0110488478401593,P0029,c2_consistent_pseudonym
P0038,T3,1,1,1,0.16955421974031448,P0038,c2_consistent_pseudonym
P0039,T1,2,0,1,0.020697339515307122,P0051,c2_consistent_pseudonym
P0041,T3,1,1,1,0.15190594287549664,P0041,c2_consistent_pseudonym
P0042,T1,2,0,1,0.010569153943386584,P0022,c2_consistent_pseudonym
P0043,T2,5,0,0,0.019436047712237885,P0074,c2_consistent_pseudonym
P0044,T3,1,1,1,0.11611149026430516,P0044,c2_consistent_pseudonym
P0046,T2,5,0,0,0.012583864175429931,P0052,c2_consistent_pseudonym
P0047,T3,1,1,1,0.17481772746320218,P0047,c2_consistent_pseudonym
P0048,T1,5,0,0,0.006911561228452373,P0022,c2_consistent_pseudonym
P0049,T2,3,0,1,0.016267790868907818,P0062,c2_consistent_pseudonym
P0051,T1,1,1,1,0.026219402449950215,P0051,c2_consistent_pseudonym
P0052,T2,2,0,1,0.02335947786696776,P0033,c2_consistent_pseudonym
P0053,T3,1,1,1,0.1613115924241649,P0053,c2_consistent_pseudonym
P0054,T1,1,1,1,0.019179724434860358,P0054,c2_consistent_pseudonym
P0056,T3,1,1,1,0.146520810921503,P0056,c2_consistent_pseudonym
P0057,T1,5,0,0,0.014837515068114787,P0033,c2_consistent_pseudonym
P0058,T2,1,1,1,0.026146888368435678,P0058,c2_consistent_pseudonym
P0059,T3,1,1,1,0.1342597856367075,P0059,c2_consistent_pseudonym
P0061,T2,1,1,1,0.020383609797404268,P0061,c2_consistent_pseudonym
P0062,T3,1,1,1,0.14449053565513914,P0062,c2_consistent_pseudonym
P0063,T1,3,0,1,0.015396589425432247,P0100,c2_consistent_pseudonym
P0064,T2,4,0,0,0.014850307537381062,P0050,c2_consistent_pseudonym
P0066,T1,5,0,0,0.008808186021577836,P0095,c2_consistent_pseudonym
P0067,T2,7,0,0,0.006130097447839407,P0109,c2_consistent_pseudonym
P0068,T3,1,1,1,0.16466726554554925,P0068,c2_consistent_pseudonym
P0069,T1,5,0,0,0.0077152934224752594,P0075,c2_consistent_pseudonym
P0071,T3,1,1,1,0.13807060031057486,P0071,c2_consistent_pseudonym
P0072,T1,4,0,0,0.009542407121927013,P0050,c2_consistent_pseudonym
P0073,T2,7,0,0,0.012015437873809733,P0007,c2_consistent_pseudonym
P0074,T3,1,1,1,0.18763414823464303,P0074,c2_consistent_pseudonym
P0076,T2,5,0,0,0.009786506878993297,P0020,c2_consistent_pseudonym
P0077,T3,1,1,1,0.1644676296332577,P0077,c2_consistent_pseudonym
P0078,T1,4,0,0,0.010782367052030381,P0070,c2_consistent_pseudonym
P0079,T2,1,1,1,0.01602828286617742,P0079,c2_consistent_pseudonym
P0081,T1,6,0,0,0.006690770414998061,P0050,c2_consistent_pseudonym
P0082,T2,4,0,0,0.014982837461292437,P0062,c2_consistent_pseudonym
P0083,T3,1,1,1,0.1746124293357605,P0083,c2_consistent_pseudonym
P0084,T1,3,0,1,0.011348911032148617,P0115,c2_consistent_pseudonym
P0086,T3,1,1,1,0.1557744401743362,P0086,c2_consistent_pseudonym
P0087,T1,1,1,1,0.02314085642293131,P0087,c2_consistent_pseudonym
P0088,T2,3,0,1,0.01529190090277668,P0082,c2_consistent_pseudonym
P0089,T3,1,1,1,0.1633734825312488,P0089,c2_consistent_pseudonym
P0091,T2,3,0,1,0.014837608944253025,P0010,c2_consistent_pseudonym
P0092,T3,1,1,1,0.1574502289254221,P0092,c2_consistent_pseudonym
P0093,T1,7,0,0,0.00508976434647155,P0111,c2_consistent_pseudonym
P0094,T2,3,0,1,0.021574768712667145,P0050,c2_consistent_pseudonym
P0096,T1,1,1,1,0.019690089075263567,P0096,c2_consistent_pseudonym
P0097,T2,2,0,1,0.018233890450425436,P0086,c2_consistent_pseudonym
P0098,T3,1,1,1,0.1689753098752659,P0098,c2_consistent_pseudonym
P0099,T1,2,0,1,0.01767783951685376,P0033,c2_consistent_pseudonym
P0101,T3,1,1,1,0.18128984286019467,P0101,c2_consistent_pseudonym
P0102,T1,4,0,0,0.01448354495554064,P0077,c2_consistent_pseudonym
P0103,T2,4,0,0,0.014138129212154616,P0043,c2_consistent_pseudonym
P0104,T3,1,1,1,0.13300048504375225,P0104,c2_consistent_pseudonym
P0106,T2,5,0,0,0.013662016918537943,P0048,c2_consistent_pseudonym
P0107,T3,1,1,1,0.17983624878788437,P0107,c2_consistent_pseudonym
P0108,T1,3,0,1,0.014047858214604966,P0011,c2_consistent_pseudonym
P0109,T2,1,1,1,0.020371594445501594,P0109,c2_consistent_pseudonym
P0111,T1,3,0,1,0.012630295498907417,P0050,c2_consistent_pseudonym
P0112,T2,6,0,0,0.008683516304003361,P0072,c2_consistent_pseudonym
P0113,T3,1,1,1,0.14540975600886405,P0113,c2_consistent_pseudonym
P0114,T1,1,1,1,0.01730110016869967,P0114,c2_consistent_pseudonym
P0116,T3,1,1,1,0.1603623416917664,P0116,c2_consistent_pseudonym
P0117,T1,2,0,1,0.013821341426492367,P0059,c2_consistent_pseudonym
P0118,T2,4,0,0,0.011403923845708517,P0007,c2_consistent_pseudonym
P0119,T3,1,1,1,0.1739428776036122,P0119,c2_consistent_pseudonym
P0001,T2,2,0,1,0.020131272418983697,P0025,c3_per_doc_pseudonym
P0002,T3,1,1,1,0.18863085129275764,P0002,c3_per_doc_pseudonym
P0003,T1,3,0,1,0.022924376383451465,P0100,c3_per_doc_pseudonym
P0004,T2,4,0,0,0.01737835713243754,P0058,c3_per_doc_pseudonym
P0006,T1,8,0,0,0.00928789815246669,P0050,c3_per_doc_pseudonym
P0007,T2,2,0,1,0.019703511908572696,P0033,c3_per_doc_pseudonym
P0008,T3,1,1,1,0.15597887050166198,P0008,c3_per_doc_pseudonym
P0009,T1,2,0,1,0.012548199168397771,P0099,c3_per_doc_pseudonym
P0011,T3,1,1,1,0.19432376742182392,P0011,c3_per_doc_pseudonym
