condition,doc_id,edit_ratio,char_delta
c1_direct_redaction,P0000_D01,0.23131672597864772,-47
c2_consistent_pseudonym,P0000_D01,0.22287047841306884,-33
c3_per_doc_pseudonym,P0000_D01,0.22722029988465975,-23
c4_doc_local_anon,P0000_D01,0.23131672597864772,-47
c5_linkguard,P0000_D01,0.46603098927294395,-51
c6_aggressive_redaction,P0000_D01,0.7484433374844334,-87
c1b_presidio_redaction,P0000_D01,0.7398015435501654,17
c1_direct_redaction,P0000_D02,0.2667542706964521,-47
c2_consistent_pseudonym,P0000_D02,0.25419354838709673,-33
c3_per_doc_pseudonym,P0000_D02,0.2636942675159236,-23
c4_doc_local_anon,P0000_D02,0.2667542706964521,-47
c5_linkguard,P0000_D02,0.5800524934383202,-46
c6_aggressive_redaction,P0000_D02,0.7462482946793998,-75
c1b_presidio_redaction,P0000_D02,0.31135531135531136,11
c1_direct_redaction,P0000_D03,0.273492286115007,-47
c2_consistent_pseudonym,P0000_D03,0.26272352132049515,-33
c3_per_doc_pseudonym,P0000_D03,0.2754409769335142,-23
c4_doc_local_anon,P0000_D03,0.273492286115007,-47
c5_linkguard,P0000_D03,0.3128491620111732,-44
c6_aggressive_redaction,P0000_D03,0.3652173913043478,-70
c1b_presidio_redaction,P0000_D03,0.36936936936936937,17
c1_direct_redaction,P0000_D04,0.23040935672514617,-47
c2_consistent_pseudonym,P0000_D04,0.2220943613348677,-33
c3_per_doc_pseudonym,P0000_D04,0.25824800910125145,-23
c4_doc_local_anon,P0000_D04,0.23040935672514617,-47
c5_linkguard,P0000_D04,0.7116060961313013,-49
c6_aggressive_redaction,P0000_D04,0.4690265486725663,-111
c1b_presidio_redaction,P0000_D04,0.27929901423877324,11
c1_direct_redaction,P0001_D01,0.23623853211009171,-50
c2_consistent_pseudonym,P0001_D01,0.21123595505617976,-32
c3_per_doc_pseudonym,P0001_D01,0.23111111111111116,-22
c4_doc_local_anon,P0001_D01,0.26807563959955505,-23
c5_linkguard,P0001_D01,0.46489104116222757,-96
c6_aggressive_redaction,P0001_D01,0.755359394703657,-129
c1b_presidio_redaction,P0001_D01,0.3116178067318133,-1
c1_direct_redaction,P0001_D02,0.2530712530712531,-50
c2_consistent_pseudonym,P0001_D02,0.20295202952029523,-51
c3_per_doc_pseudonym,P0001_D02,0.21263669501822602,-41
c4_doc_local_anon,P0001_D02,0.2530712530712531,-50
c5_linkguard,P0001_D02,0.6810126582278482,-74
c6_aggressive_redaction,P0001_D02,0.5093333333333334,-114
c1b_presidio_redaction,P0001_D02,0.2901734104046243,1
c1_direct_redaction,P0001_D03,0.24879227053140096,-50
c2_consistent_pseudonym,P0001_D03,0.2222222222222222,-32
c3_per_doc_pseudonym,P0001_D03,0.24065420560747663,-22
c4_doc_local_anon,P0001_D03,0.2818713450292397,-23
c5_linkguard,P0001_D03,0.46766169154228854,-74
c6_aggressive_redaction,P0001_D03,0.7253886010362695,-106
c1b_presidio_redaction,P0001_D03,0.35367231638418084,7
c1_direct_redaction,P0001_D04,0.23409090909090913,-50
c2_consistent_pseudonym,P0001_D04,0.22866894197952214,-51
c3_per_doc_pseudonym,P0001_D04,0.2418447694038245,-41
c4_doc_local_anon,P0001_D04,0.23409090909090913,-50
c5_linkguard,P0001_D04,0.5607476635514019,-74
c6_aggressive_redaction,P0001_D04,0.5455712451861361,-151
c1b_presidio_redaction,P0001_D04,0.26315789473684215,1
c1_direct_redaction,P0002_D01,0.26530612244897955,-52
c2_consistent_pseudonym,P0002_D01,0.27340823970037453,-35
c3_per_doc_pseudonym,P0002_D01,0.282367447595561,-25
c4_doc_local_anon,P0002_D01,0.29776674937965264,-30
c5_linkguard,P0002_D01,0.659297789336801,-67
c6_aggressive_redaction,P0002_D01,0.7944444444444445,-116
c1b_presidio_redaction,P0002_D01,0.6245654692931634,27
c1_direct_redaction,P0002_D02,0.2606516290726817,-52
c2_consistent_pseudonym,P0002_D02,0.286783042394015,-48
c3_per_doc_pseudonym,P0002_D02,0.270935960591133,-38
c4_doc_local_anon,P0002_D02,0.2606516290726817,-52
c5_linkguard,P0002_D02,0.6767411300919842,-89
c6_aggressive_redaction,P0002_D02,0.806896551724138,-125
c1b_presidio_redaction,P0002_D02,0.4150731158605174,39
c1_direct_redaction,P0002_D03,0.297752808988764,-52
c2_consistent_pseudonym,P0002_D03,0.3004115226337448,-35
