persona_id,risk_tier,rank,top1,top3,score_true,top_candidate,condition
P0077,T3,1,1,1,0.15738464128359075,P0077,original
P0078,T1,1,1,1,0.026993202802818042,P0078,original
P0079,T2,1,1,1,0.03462972991530725,P0079,original
P0081,T1,2,0,1,0.012934000753384994,P0113,original
P0082,T2,1,1,1,0.043035134203105105,P0082,original
P0083,T3,1,1,1,0.17392613905403828,P0083,original
P0084,T1,3,0,1,0.014326170763577315,P0023,original
P0086,T3,1,1,1,0.1918012346212245,P0086,original
P0087,T1,5,0,0,0.01037171553404673,P0021,original
P0088,T2,1,1,1,0.05311742942776957,P0088,original
P0089,T3,1,1,1,0.15622450377882996,P0089,original
P0091,T2,1,1,1,0.03532406673235791,P0091,original
P0092,T3,1,1,1,0.17047017003052406,P0092,original
P0093,T1,4,0,0,0.011227022806291936,P0062,original
P0094,T2,1,1,1,0.062523192205481,P0094,original
P0096,T1,5,0,0,0.009303949541005066,P0073,original
P0097,T2,1,1,1,0.035931621721294466,P0097,original
P0098,T3,1,1,1,0.16940152769872982,P0098,original
P0099,T1,4,0,0,0.007578621727758561,P0078,original
P0101,T3,1,1,1,0.18776144464714473,P0101,original
P0102,T1,1,1,1,0.015556502600712554,P0102,original
P0103,T2,1,1,1,0.03977595730651446,P0103,original
P0104,T3,1,1,1,0.17643063987399077,P0104,original
P0106,T2,1,1,1,0.041248426665205826,P0106,original
P0107,T3,1,1,1,0.17379794695209036,P0107,original
P0108,T1,4,0,0,0.008019757972939141,P0060,original
P0109,T2,2,0,1,0.030891480660933727,P0017,original
P0111,T1,1,1,1,0.022115757852025405,P0111,original
P0112,T2,1,1,1,0.05293644508357081,P0112,original
P0113,T3,1,1,1,0.19053333050777457,P0113,original
P0114,T1,3,0,1,0.009383833210344215,P0024,original
P0116,T3,1,1,1,0.1974937872800499,P0116,original
P0117,T1,7,0,0,0.004334249158570328,P0103,original
P0118,T2,1,1,1,0.04085654536768197,P0118,original
P0119,T3,1,1,1,0.1850314696155522,P0119,original
P0001,T2,1,1,1,0.05814853237642078,P0001,c1_direct_redaction
P0002,T3,1,1,1,0.22880541324735826,P0002,c1_direct_redaction
P0003,T1,4,0,0,0.008239414550608691,P0119,c1_direct_redaction
P0004,T2,1,1,1,0.05103595795607445,P0004,c1_direct_redaction
P0006,T1,1,1,1,0.021902268966098672,P0006,c1_direct_redaction
P0007,T2,2,0,1,0.03448630710113881,P0001,c1_direct_redaction
P0008,T3,1,1,1,0.20909228731077384,P0008,c1_direct_redaction
P0009,T1,2,0,1,0.014965684085153029,P0008,c1_direct_redaction
P0011,T3,1,1,1,0.20322167755617362,P0011,c1_direct_redaction
P0012,T1,3,0,1,0.012390288969841175,P0001,c1_direct_redaction
P0013,T2,1,1,1,0.04194743569809884,P0013,c1_direct_redaction
P0014,T3,1,1,1,0.20438554060061662,P0014,c1_direct_redaction
P0016,T2,1,1,1,0.037779801794307295,P0016,c1_direct_redaction
P0017,T3,1,1,1,0.17967215653691407,P0017,c1_direct_redaction
P0018,T1,2,0,1,0.009959598173050295,P0001,c1_direct_redaction
P0019,T2,1,1,1,0.05021008465245059,P0019,c1_direct_redaction
P0021,T1,1,1,1,0.01493594247027127,P0021,c1_direct_redaction
P0022,T2,1,1,1,0.05426446165296843,P0022,c1_direct_redaction
P0023,T3,1,1,1,0.2189049847311405,P0023,c1_direct_redaction
P0024,T1,1,1,1,0.026407957715379793,P0024,c1_direct_redaction
P0026,T3,1,1,1,0.15690826687809156,P0026,c1_direct_redaction
P0027,T1,1,1,1,0.0204876706302988,P0027,c1_direct_redaction
P0028,T2,2,0,1,0.032144981339573296,P0092,c1_direct_redaction
P0029,T3,1,1,1,0.18002017423465605,P0029,c1_direct_redaction
P0031,T2,1,1,1,0.04407126010275096,P0031,c1_direct_redaction
P0032,T3,1,1,1,0.1911724750606108,P0032,c1_direct_redaction
P0033,T1,1,1,1,0.014947961673052223,P0033,c1_direct_redaction
P0034,T2,1,1,1,0.039070141419881424,P0034,c1_direct_redaction
P0036,T1,2,0,1,0.01499160377821196,P0095,c1_direct_redaction
P0037,T2,1,1,1,0.053950061285872805,P0037,c1_direct_redaction
P0038,T3,1,1,1,0.1737409504469248,P0038,c1_direct_redaction
P0039,T1,6,0,0,0.011577718418306356,P0101,c1_direct_redaction
P0041,T3,1,1,1,0.17036814657448077,P0041,c1_direct_redaction
P0042,T1,3,0,1,0.016065610528282443,P0054,c1_direct_redaction
P0043,T2,1,1,1,0.06122048037970009,P0043,c1_direct_redaction
P0044,T3,1,1,1,0.19079170476394194,P0044,c1_direct_redaction
P0046,T2,1,1,1,0.036957888274327624,P0046,c1_direct_redaction
P0047,T3,1,1,1,0.203582098049105,P0047,c1_direct_redaction
P0048,T1,1,1,1,0.02065356040853047,P0048,c1_direct_redaction
P0049,T2,1,1,1,0.0489761945778287,P0049,c1_direct_redaction
P0051,T1,7,0,0,0.007757700816653616,P0067,c1_direct_redaction
P0052,T2,1,1,1,0.032992992502628056,P0052,c1_direct_redaction
P0053,T3,1,1,1,0.19723034711015233,P0053,c1_direct_redaction
P0054,T1,1,1,1,0.01948314892247934,P0054,c1_direct_redaction
P0056,T3,1,1,1,0.16508958780774144,P0056,c1_direct_redaction
P0057,T1,1,1,1,0.01595971250744689,P0057,c1_direct_redaction
P0058,T2,1,1,1,0.04447706899400889,P0058,c1_direct_redaction
P0059,T3,1,1,1,0.16229159233472973,P0059,c1_direct_redaction
P0061,T2,1,1,1,0.06974205738406676,P0061,c1_direct_redaction
P0062,T3,1,1,1,0.2132673936376325,P0062,c1_direct_redaction
P0063,T1,4,0,0,0.012292657773125867,P0101,c1_direct_redaction
P0064,T2,1,1,1,0.049217045012698496,P0064,c1_direct_redaction
P0066,T1,3,0,1,0.014899144770905691,P0092,c1_direct_redaction
P0067,T2,1,1,1,0.07338230000479862,P0067,c1_direct_redaction
P0068,T3,1,1,1,0.17006455172627027,P0068,c1_direct_redaction
P0069,T1,1,1,1,0.012770322753557058,P0069,c1_direct_redaction
P0071,T3,1,1,1,0.22149751768127912,P0071,c1_direct_redaction
P0072,T1,5,0,0,0.007111613320649184,P0097,c1_direct_redaction
P0073,T2,1,1,1,0.053293227743371065,P0073,c1_direct_redaction
P0074,T3,1,1,1,0.19169564012448903,P0074,c1_direct_redaction
P0076,T2,1,1,1,0.04933302746131915,P0076,c1_direct_redaction
P0077,T3,1,1,1,0.17243461445479577,P0077,c1_direct_redaction
P0078,T1,1,1,1,0.029281350785968566,P0078,c1_direct_redaction
P0079,T2,1,1,1,0.0374920351682325,P0079,c1_direct_redaction
P0081,T1,2,0,1,0.014305444391363577,P0113,c1_direct_redaction
P0082,T2,1,1,1,0.04665310318798827,P0082,c1_direct_redaction
P0083,T3,1,1,1,0.1903554647249138,P0083,c1_direct_redaction
P0084,T1,3,0,1,0.015526324533632008,P0023,c1_direct_redaction
P0086,T3,1,1,1,0.20953522246950493,P0086,c1_direct_redaction
P0087,T1,5,0,0,0.011243167188286439,P0021,c1_direct_redaction
P0088,T2,1,1,1,0.057555392420324675,P0088,c1_direct_redaction
P0089,T3,1,1,1,0.17099980157844366,P0089,c1_direct_redaction
P0091,T2,1,1,1,0.038293198888068,P0091,c1_direct_redaction
P0092,T3,1,1,1,0.18671678544420214,P0092,c1_direct_redaction
P0093,T1,4,0,0,0.012167473659589922,P0062,c1_direct_redaction
P0094,T2,1,1,1,0.06776075135091703,P0094,c1_direct_redaction
P0096,T1,5,0,0,0.010093811380934747,P0073,c1_direct_redaction
P0097,T2,1,1,1,0.03894668950239764,P0097,c1_direct_redaction
P0098,T3,1,1,1,0.18525012057596205,P0098,c1_direct_redaction
P0099,T1,4,0,0,0.008223152147512226,P0078,c1_direct_redaction
P0101,T3,1,1,1,0.2054511005369797,P0101,c1_direct_redaction
P0102,T1,1,1,1,0.016875330146601766,P0102,c1_direct_redaction
P0103,T2,1,1,1,0.04312119691926146,P0103,c1_direct_redaction
P0104,T3,1,1,1,0.19299210519317378,P0104,c1_direct_redaction
P0106,T2,1,1,1,0.04468621427559182,P0106,c1_direct_redaction
P0107,T3,1,1,1,0.1902869430291818,P0107,c1_direct_redaction
P0108,T1,4,0,0,0.00869991262137648,P0060,c1_direct_redaction
P0109,T2,2,0,1,0.03345103040447145,P0017,c1_direct_redaction
P0111,T1,1,1,1,0.02398215830794305,P0111,c1_direct_redaction
P0112,T2,1,1,1,0.05732113831840227,P0112,c1_direct_redaction
P0113,T3,1,1,1,0.20827723246820623,P0113,c1_direct_redaction
P0114,T1,3,0,1,0.010172220860700153,P0024,c1_direct_redaction
P0116,T3,1,1,1,0.21594555974698124,P0116,c1_direct_redaction
P0117,T1,7,0,0,0.004703747374090963,P0103,c1_direct_redaction
P0118,T2,1,1,1,0.04433216198042446,P0118,c1_direct_redaction
P0119,T3,1,1,1,0.2023572830783046,P0119,c1_direct_redaction
P0001,T2,1,1,1,0.05197107037856066,P0001,c1b_presidio_redaction
P0002,T3,1,1,1,0.21266385417262848,P0002,c1b_presidio_redaction
P0003,T1,4,0,0,0.0052673516561393225,P0072,c1b_presidio_redaction
P0004,T2,1,1,1,0.041318137032236586,P0004,c1b_presidio_redaction
P0006,T1,1,1,1,0.017212111953398147,P0006,c1b_presidio_redaction
P0007,T2,2,0,1,0.025542859095929005,P0001,c1b_presidio_redaction
P0008,T3,1,1,1,0.18839809584663508,P0008,c1b_presidio_redaction
P0009,T1,2,0,1,0.014924608813885878,P0008,c1b_presidio_redaction
P0011,T3,1,1,1,0.1821419368470543,P0011,c1b_presidio_redaction
P0012,T1,3,0,1,0.012363931081101117,P0001,c1b_presidio_redaction
P0013,T2,1,1,1,0.03320110951654631,P0013,c1b_presidio_redaction
P0014,T3,1,1,1,0.2037772668520377,P0014,c1b_presidio_redaction
P0016,T2,2,0,1,0.028722782194581374,P0034,c1b_presidio_redaction
P0017,T3,1,1,1,0.1714177190283287,P0017,c1b_presidio_redaction
P0018,T1,2,0,1,0.0075873649508506205,P0001,c1b_presidio_redaction
P0019,T2,1,1,1,0.039965365617755204,P0019,c1b_presidio_redaction
P0021,T1,1,1,1,0.014875059882843595,P0021,c1b_presidio_redaction
P0022,T2,1,1,1,0.041320026894398065,P0022,c1b_presidio_redaction
P0023,T3,1,1,1,0.1932400802387074,P0023,c1b_presidio_redaction
P0024,T1,1,1,1,0.020283759190000455,P0024,c1b_presidio_redaction
P0026,T3,1,1,1,0.13096212247664218,P0026,c1b_presidio_redaction
P0027,T1,1,1,1,0.02040356755759105,P0027,c1b_presidio_redaction
P0028,T2,3,0,1,0.02802621804350927,P0092,c1b_presidio_redaction
P0029,T3,1,1,1,0.16525617647047133,P0029,c1b_presidio_redaction
P0031,T2,1,1,1,0.03288237885188769,P0031,c1b_presidio_redaction
P0032,T3,1,1,1,0.1845295029120829,P0032,c1b_presidio_redaction
P0033,T1,2,0,1,0.012297488901032393,P0045,c1b_presidio_redaction
P0034,T2,1,1,1,0.03729185862060405,P0034,c1b_presidio_redaction
P0036,T1,2,0,1,0.014950516000157357,P0095,c1b_presidio_redaction
P0037,T2,1,1,1,0.04750988643645163,P0037,c1b_presidio_redaction
P0038,T3,1,1,1,0.15289227785950502,P0038,c1b_presidio_redaction
P0039,T1,7,0,0,0.00462048200925532,P0118,c1b_presidio_redaction
P0041,T3,1,1,1,0.1600314395515311,P0041,c1b_presidio_redaction
P0042,T1,4,0,0,0.010152161031812199,P0054,c1b_presidio_redaction
P0043,T2,2,0,1,0.04885723053080701,P0061,c1b_presidio_redaction
P0044,T3,1,1,1,0.18599273712490827,P0044,c1b_presidio_redaction
P0046,T2,1,1,1,0.033337628621099756,P0046,c1b_presidio_redaction
P0047,T3,1,1,1,0.18426075952549442,P0047,c1b_presidio_redaction
P0048,T1,2,0,1,0.013798027486774007,P0026,c1b_presidio_redaction
P0049,T2,2,0,1,0.03173610726735708,P0022,c1b_presidio_redaction
P0051,T1,7,0,0,0.007698219044471747,P0067,c1b_presidio_redaction
P0052,T2,2,0,1,0.024534165720777615,P0036,c1b_presidio_redaction
P0053,T3,1,1,1,0.1751603736558966,P0053,c1b_presidio_redaction
P0054,T1,1,1,1,0.01936101249890301,P0054,c1b_presidio_redaction
P0056,T3,1,1,1,0.15343142246347677,P0056,c1b_presidio_redaction
P0057,T1,1,1,1,0.015858983399989365,P0057,c1b_presidio_redaction
P0058,T2,1,1,1,0.03663880471104968,P0058,c1b_presidio_redaction
P0059,T3,1,1,1,0.14812877372056069,P0059,c1b_presidio_redaction
P0061,T2,1,1,1,0.061432420752735604,P0061,c1b_presidio_redaction
P0062,T3,1,1,1,0.20847095221908585,P0062,c1b_presidio_redaction
P0063,T1,5,0,0,0.006430532007531889,P0101,c1b_presidio_redaction
P0064,T2,1,1,1,0.04199038579575109,P0064,c1b_presidio_redaction
P0066,T1,6,0,0,0.006249268846443638,P0092,c1b_presidio_redaction
P0067,T2,1,1,1,0.07328114295337312,P0067,c1b_presidio_redaction
P0068,T3,1,1,1,0.16472207354206939,P0068,c1b_presidio_redaction
P0069,T1,2,0,1,0.009908187043724419,P0042,c1b_presidio_redaction
P0071,T3,1,1,1,0.2208394074579725,P0071,c1b_presidio_redaction
P0072,T1,5,0,0,0.0070635783164434305,P0097,c1b_presidio_redaction
P0073,T2,1,1,1,0.04022110157832035,P0073,c1b_presidio_redaction
P0074,T3,1,1,1,0.17553271113033483,P0074,c1b_presidio_redaction
P0076,T2,1,1,1,0.043894608213624016,P0076,c1b_presidio_redaction
P0077,T3,1,1,1,0.15788326067417938,P0077,c1b_presidio_redaction
P0078,T1,1,1,1,0.0243616393540271,P0078,c1b_presidio_redaction
P0079,T2,1,1,1,0.03740414110848207,P0079,c1b_presidio_redaction
P0081,T1,2,0,1,0.014246412954371998,P0113,c1b_presidio_redaction
P0082,T2,2,0,1,0.035645682738645094,P0008,c1b_presidio_redaction
P0083,T3,1,1,1,0.1738328679115677,P0083,c1b_presidio_redaction
P0084,T1,5,0,0,0.009721682668920161,P0026,c1b_presidio_redaction
P0086,T3,1,1,1,0.18350789858234612,P0086,c1b_presidio_redaction
P0087,T1,7,0,0,0.00401169598168121,P0021,c1b_presidio_redaction
P0088,T2,1,1,1,0.040028873749866245,P0088,c1b_presidio_redaction
P0089,T3,1,1,1,0.15869773842811988,P0089,c1b_presidio_redaction
P0091,T2,1,1,1,0.03638893816397222,P0091,c1b_presidio_redaction
P0092,T3,1,1,1,0.15230945832457096,P0092,c1b_presidio_redaction
P0093,T1,5,0,0,0.007507118028086803,P0062,c1b_presidio_redaction
P0094,T2,1,1,1,0.054563985894985755,P0094,c1b_presidio_redaction
P0096,T1,6,0,0,0.008461840936083062,P0073,c1b_presidio_redaction
P0097,T2,1,1,1,0.035940280168064546,P0097,c1b_presidio_redaction
P0098,T3,1,1,1,0.1741680489274936,P0098,c1b_presidio_redaction
P0099,T1,4,0,0,0.008200722638243002,P0078,c1b_presidio_redaction
P0101,T3,1,1,1,0.18194068756012438,P0101,c1b_presidio_redaction
P0102,T1,1,1,1,0.016865924692425753,P0102,c1b_presidio_redaction
P0103,T2,1,1,1,0.039496485578505915,P0103,c1b_presidio_redaction
P0104,T3,1,1,1,0.1797816858546613,P0104,c1b_presidio_redaction
P0106,T2,1,1,1,0.037216933205160195,P0106,c1b_presidio_redaction
P0107,T3,1,1,1,0.14848474447450827,P0107,c1b_presidio_redaction
P0108,T1,7,0,0,0.006457761991039551,P0060,c1b_presidio_redaction
P0109,T2,2,0,1,0.026254727271629988,P0017,c1b_presidio_redaction
P0111,T1,1,1,1,0.01393132609274035,P0111,c1b_presidio_redaction
P0112,T2,1,1,1,0.028644810477750367,P0112,c1b_presidio_redaction
P0113,T3,1,1,1,0.18077142864166887,P0113,c1b_presidio_redaction
P0114,T1,3,0,1,0.010092808564729543,P0024,c1b_presidio_redaction
P0116,T3,1,1,1,0.20385971023115318,P0116,c1b_presidio_redaction
P0117,T1,7,0,0,0.00339162879770259,P0103,c1b_presidio_redaction
P0118,T2,1,1,1,0.036272107065957064,P0118,c1b_presidio_redaction
P0119,T3,1,1,1,0.19340436182353182,P0119,c1b_presidio_redaction
P0001,T2,1,1,1,0.02348507816307973,P0001,c2_consistent_pseudonym
P0002,T3,1,1,1,0.179754694506138,P0002,c2_consistent_pseudonym
P0003,T1,4,0,0,0.008205807974454585,P0119,c2_consistent_pseudonym
P0004,T2,1,1,1,0.01832780161902104,P0004,c2_consistent_pseudonym
P0006,T1,1,1,1,0.02181335110948206,P0006,c2_consistent_pseudonym
P0007,T2,5,0,0,0.009615455823755989,P0001,c2_consistent_pseudonym
P0008,T3,1,1,1,0.16391983337699154,P0008,c2_consistent_pseudonym
P0009,T1,2,0,1,0.014904197601920464,P0008,c2_consistent_pseudonym
P0011,T3,1,1,1,0.16045198514579934,P0011,c2_consistent_pseudonym
P0012,T1,3,0,1,0.012339201020950173,P0001,c2_consistent_pseudonym
P0013,T2,8,0,0,0.011219743342853892,P0076,c2_consistent_pseudonym
P0014,T3,1,1,1,0.17233754220335198,P0014,c2_consistent_pseudonym
P0016,T2,9,0,0,0.004069393470860233,P0003,c2_consistent_pseudonym
P0017,T3,1,1,1,0.1516949603700825,P0017,c2_consistent_pseudonym
P0018,T1,2,0,1,0.00991906231031474,P0001,c2_consistent_pseudonym
P0019,T2,1,1,1,0.026445940590467655,P0019,c2_consistent_pseudonym
P0021,T1,1,1,1,0.014875059882843595,P0021,c2_consistent_pseudonym
P0022,T2,1,1,1,0.026398853250571078,P0022,c2_consistent_pseudonym
P0023,T3,1,1,1,0.15626037517188165,P0023,c2_consistent_pseudonym
P0024,T1,1,1,1,0.026300052268679226,P0024,c2_consistent_pseudonym
P0026,T3,1,1,1,0.12319536396593093,P0026,c2_consistent_pseudonym
P0027,T1,1,1,1,0.02040356755759105,P0027,c2_consistent_pseudonym
P0028,T2,6,0,0,0.012682291615506481,P0063,c2_consistent_pseudonym
P0029,T3,1,1,1,0.15469651630615988,P0029,c2_consistent_pseudonym
P0031,T2,3,0,1,0.01551997713845616,P0094,c2_consistent_pseudonym
P0032,T3,1,1,1,0.1689037538088051,P0032,c2_consistent_pseudonym
P0033,T1,1,1,1,0.014887055162977432,P0033,c2_consistent_pseudonym
P0034,T2,2,0,1,0.013200335998022865,P0069,c2_consistent_pseudonym
P0036,T1,2,0,1,0.014930098393659464,P0095,c2_consistent_pseudonym
P0037,T2,2,0,1,0.017949722923897692,P0019,c2_consistent_pseudonym
P0038,T3,1,1,1,0.14717988066794438,P0038,c2_consistent_pseudonym
P0039,T1,6,0,0,0.011530353645800809,P0101,c2_consistent_pseudonym
P0041,T3,1,1,1,0.1349455045167476,P0041,c2_consistent_pseudonym
P0042,T1,3,0,1,0.016000804206784847,P0054,c2_consistent_pseudonym
P0043,T2,1,1,1,0.022579459366799313,P0043,c2_consistent_pseudonym
P0044,T3,1,1,1,0.15805532424336985,P0044,c2_consistent_pseudonym
P0046,T2,6,0,0,0.013671162748039886,P0114,c2_consistent_pseudonym
P0047,T3,1,1,1,0.17908830595993527,P0047,c2_consistent_pseudonym
P0048,T1,1,1,1,0.02056949020486023,P0048,c2_consistent_pseudonym
P0049,T2,3,0,1,0.016085369614414986,P0050,c2_consistent_pseudonym
P0051,T1,7,0,0,0.007725935630016023,P0067,c2_consistent_pseudonym
P0052,T2,3,0,1,0.007971278827021503,P0036,c2_consistent_pseudonym
P0053,T3,1,1,1,0.1658934830404178,P0053,c2_consistent_pseudonym
P0054,T1,1,1,1,0.019404647795292565,P0054,c2_consistent_pseudonym
P0056,T3,1,1,1,0.13704193946116516,P0056,c2_consistent_pseudonym
P0057,T1,1,1,1,0.015894687916132123,P0057,c2_consistent_pseudonym
P0058,T2,3,0,1,0.015047202918120497,P0095,c2_consistent_pseudonym
P0059,T3,1,1,1,0.1268078345446599,P0059,c2_consistent_pseudonym
P0061,T2,3,0,1,0.016809891797689647,P0063,c2_consistent_pseudonym
P0062,T3,1,1,1,0.17728102427989406,P0062,c2_consistent_pseudonym
P0063,T1,4,0,0,0.012242575783445672,P0101,c2_consistent_pseudonym
P0064,T2,7,0,0,0.011010023888552836,P0097,c2_consistent_pseudonym
P0066,T1,3,0,1,0.014838563162292824,P0092,c2_consistent_pseudonym
P0067,T2,1,1,1,0.017880525214896748,P0067,c2_consistent_pseudonym
P0068,T3,1,1,1,0.13147094279506938,P0068,c2_consistent_pseudonym
P0069,T1,1,1,1,0.012718119584347905,P0069,c2_consistent_pseudonym
P0071,T3,1,1,1,0.1917139758278408,P0071,c2_consistent_pseudonym
P0072,T1,5,0,0,0.007082692979592676,P0097,c2_consistent_pseudonym
P0073,T2,1,1,1,0.02545483835788269,P0073,c2_consistent_pseudonym
P0074,T3,1,1,1,0.16184464285626154,P0074,c2_consistent_pseudonym
P0076,T2,3,0,1,0.015720962299662328,P0050,c2_consistent_pseudonym
P0077,T3,1,1,1,0.14663232879691526,P0077,c2_consistent_pseudonym
P0078,T1,1,1,1,0.02916219781777873,P0078,c2_consistent_pseudonym
P0079,T2,7,0,0,0.004766126140037059,P0020,c2_consistent_pseudonym
P0081,T1,2,0,1,0.014246412954371998,P0113,c2_consistent_pseudonym
P0082,T2,2,0,1,0.009700663917903321,P0008,c2_consistent_pseudonym
P0083,T3,1,1,1,0.16015519393708744,P0083,c2_consistent_pseudonym
P0084,T1,3,0,1,0.015463910153198174,P0023,c2_consistent_pseudonym
P0086,T3,1,1,1,0.17061450718294563,P0086,c2_consistent_pseudonym
P0087,T1,5,0,0,0.011197832116430374,P0021,c2_consistent_pseudonym
P0088,T2,1,1,1,0.019863633967309956,P0088,c2_consistent_pseudonym
P0089,T3,1,1,1,0.1415547696545516,P0089,c2_consistent_pseudonym
P0091,T2,2,0,1,0.014756674729677188,P0114,c2_consistent_pseudonym
P0092,T3,1,1,1,0.16430632879215448,P0092,c2_consistent_pseudonym
P0093,T1,4,0,0,0.012118565654167654,P0062,c2_consistent_pseudonym
P0094,T2,1,1,1,0.024516740428140487,P0094,c2_consistent_pseudonym
P0096,T1,5,0,0,0.010052673160520068,P0073,c2_consistent_pseudonym
P0097,T2,4,0,0,0.01275407587266509,P0114,c2_consistent_pseudonym
P0098,T3,1,1,1,0.14113150267918123,P0098,c2_consistent_pseudonym
P0099,T1,4,0,0,0.008189576491472188,P0078,c2_consistent_pseudonym
P0101,T3,1,1,1,0.17971683512365574,P0101,c2_consistent_pseudonym
P0102,T1,1,1,1,0.01680665272535615,P0102,c2_consistent_pseudonym
P0103,T2,2,0,1,0.015672435577753375,P0001,c2_consistent_pseudonym
P0104,T3,1,1,1,0.16887086951072436,P0104,c2_consistent_pseudonym
P0106,T2,2,0,1,0.01432126657166993,P0067,c2_consistent_pseudonym
P0107,T3,1,1,1,0.16159734400302042,P0107,c2_consistent_pseudonym
P0108,T1,4,0,0,0.008664492274882543,P0060,c2_consistent_pseudonym
P0109,T2,8,0,0,0.006533718633013277,P0067,c2_consistent_pseudonym
P0111,T1,1,1,1,0.02388501578965752,P0111,c2_consistent_pseudonym
P0112,T2,2,0,1,0.015036199163313297,P0015,c2_consistent_pseudonym
P0113,T3,1,1,1,0.14079364561896823,P0113,c2_consistent_pseudonym
P0114,T1,3,0,1,0.010131207333291111,P0024,c2_consistent_pseudonym
P0116,T3,1,1,1,0.18575062065916237,P0116,c2_consistent_pseudonym
P0117,T1,7,0,0,0.00468449379490839,P0103,c2_consistent_pseudonym
P0118,T2,3,0,1,0.015176352218754127,P0058,c2_consistent_pseudonym
P0119,T3,1,1,1,0.1541776451997617,P0119,c2_consistent_pseudonym
P0001,T2,1,1,1,0.024215409154123763,P0001,c3_per_doc_pseudonym
P0002,T3,1,1,1,0.18588190974274038,P0002,c3_per_doc_pseudonym
P0003,T1,4,0,0,0.008466620042362039,P0119,c3_per_doc_pseudonym
P0004,T2,1,1,1,0.018887855696518675,P0004,c3_per_doc_pseudonym
P0006,T1,1,1,1,0.022503285108850333,P0006,c3_per_doc_pseudonym
P0007,T2,5,0,0,0.009913027336496516,P0001,c3_per_doc_pseudonym
P0008,T3,1,1,1,0.16965030726346167,P0008,c3_per_doc_pseudonym
P0009,T1,2,0,1,0.015381524511136354,P0008,c3_per_doc_pseudonym
P0011,T3,1,1,1,0.16603579188048925,P0011,c3_per_doc_pseudonym
