condition,doc_id,edit_ratio,char_delta
c3_per_doc_pseudonym,P0005_D04,0.2544378698224852,-37
c4_doc_local_anon,P0005_D04,0.26763990267639903,-60
c5_linkguard,P0005_D04,0.705521472392638,-67
c6_aggressive_redaction,P0005_D04,0.7418478260869565,-146
c1b_presidio_redaction,P0005_D04,0.30521642619311873,19
c1_direct_redaction,P0006_D01,0.23708920187793425,-56
c2_consistent_pseudonym,P0006_D01,0.21939953810623558,-42
c3_per_doc_pseudonym,P0006_D01,0.2351598173515982,-32
c4_doc_local_anon,P0006_D01,0.23708920187793425,-56
c5_linkguard,P0006_D01,0.7240566037735849,-60
c6_aggressive_redaction,P0006_D01,0.8472906403940886,-96
c1b_presidio_redaction,P0006_D01,0.74235807860262,8
c1_direct_redaction,P0006_D02,0.2785145888594165,-56
c2_consistent_pseudonym,P0006_D02,0.26302083333333337,-42
c3_per_doc_pseudonym,P0006_D02,0.27763496143958866,-32
c4_doc_local_anon,P0006_D02,0.2785145888594165,-56
c5_linkguard,P0006_D02,0.32446808510638303,-58
c6_aggressive_redaction,P0006_D02,0.7353342428376535,-77
c1b_presidio_redaction,P0006_D02,0.32512315270935965,2
c1_direct_redaction,P0006_D03,0.2880886426592798,-56
c2_consistent_pseudonym,P0006_D03,0.2717391304347826,-42
c3_per_doc_pseudonym,P0006_D03,0.28954423592493295,-32
c4_doc_local_anon,P0006_D03,0.2880886426592798,-56
c5_linkguard,P0006_D03,0.3268965517241379,-53
c6_aggressive_redaction,P0006_D03,0.3934191702432046,-79
c1b_presidio_redaction,P0006_D03,0.3791348600508906,8
c1_direct_redaction,P0006_D04,0.25178147268408546,-56
c2_consistent_pseudonym,P0006_D04,0.2219626168224299,-42
c3_per_doc_pseudonym,P0006_D04,0.23787528868360275,-32
c4_doc_local_anon,P0006_D04,0.25178147268408546,-56
c5_linkguard,P0006_D04,0.7494033412887828,-60
c6_aggressive_redaction,P0006_D04,0.5177664974619289,-110
c1b_presidio_redaction,P0006_D04,0.28888888888888886,2
c1_direct_redaction,P0007_D01,0.2211981566820277,-54
c2_consistent_pseudonym,P0007_D01,0.22171945701357465,-38
c3_per_doc_pseudonym,P0007_D01,0.21029082774049213,-28
c4_doc_local_anon,P0007_D01,0.24971751412429377,-37
c5_linkguard,P0007_D01,0.5271411338962606,-93
c6_aggressive_redaction,P0007_D01,0.6700251889168766,-128
c1b_presidio_redaction,P0007_D01,0.3403141361256544,33
c1_direct_redaction,P0007_D02,0.2293144208037825,-54
c2_consistent_pseudonym,P0007_D02,0.24470588235294122,-50
c3_per_doc_pseudonym,P0007_D02,0.23023255813953492,-40
c4_doc_local_anon,P0007_D02,0.2293144208037825,-54
c5_linkguard,P0007_D02,0.5749385749385749,-86
c6_aggressive_redaction,P0007_D02,0.515625,-132
c1b_presidio_redaction,P0007_D02,0.2850877192982456,12
c1_direct_redaction,P0007_D03,0.24556962025316453,-54
c2_consistent_pseudonym,P0007_D03,0.25558312655086846,-38
c3_per_doc_pseudonym,P0007_D03,0.2647058823529411,-28
c4_doc_local_anon,P0007_D03,0.2763320941759604,-37
c5_linkguard,P0007_D03,0.4637305699481865,-72
c6_aggressive_redaction,P0007_D03,0.7192052980132451,-89
c1b_presidio_redaction,P0007_D03,0.3720136518771331,35
c1_direct_redaction,P0007_D04,0.2214452214452215,-54
c2_consistent_pseudonym,P0007_D04,0.23665893271461713,-50
c3_per_doc_pseudonym,P0007_D04,0.24770642201834858,-40
c4_doc_local_anon,P0007_D04,0.2214452214452215,-54
c5_linkguard,P0007_D04,0.6174734356552538,-65
c6_aggressive_redaction,P0007_D04,0.5272727272727273,-142
c1b_presidio_redaction,P0007_D04,0.2770562770562771,12
c1_direct_redaction,P0008_D01,0.15923566878980888,-53
c2_consistent_pseudonym,P0008_D01,0.1925,-38
c3_per_doc_pseudonym,P0008_D01,0.20246913580246917,-28
c4_doc_local_anon,P0008_D01,0.20599250936329583,-37
c5_linkguard,P0008_D01,0.3956466069142125,-57
c6_aggressive_redaction,P0008_D01,0.7922437673130194,-116
c1b_presidio_redaction,P0008_D01,0.32547169811320753,10
c1_direct_redaction,P0008_D02,0.2353643966547192,-53
c2_consistent_pseudonym,P0008_D02,0.5899280575539568,-56
c3_per_doc_pseudonym,P0008_D02,0.5995260663507109,-46
c4_doc_local_anon,P0008_D02,0.2353643966547192,-53
c5_linkguard,P0008_D02,0.6619718309859155,-109
c6_aggressive_redaction,P0008_D02,0.825503355704698,-145
c1b_presidio_redaction,P0008_D02,0.30965593784683687,11
c1_direct_redaction,P0008_D03,0.29183955739972334,-53
c2_consistent_pseudonym,P0008_D03,0.29539295392953935,-38
c3_per_doc_pseudonym,P0008_D03,0.3048128342245989,-28
c4_doc_local_anon,P0008_D03,0.33964817320703655,-37
c5_linkguard,P0008_D03,0.44979367262723524,-49
c6_aggressive_redaction,P0008_D03,0.6685878962536023,-82
c1b_presidio_redaction,P0008_D03,0.3791348600508906,10
c1_direct_redaction,P0008_D04,0.2647427854454203,-53
c2_consistent_pseudonym,P0008_D04,0.2947103274559194,-56
c3_per_doc_pseudonym,P0008_D04,0.30348258706467657,-46
c4_doc_local_anon,P0008_D04,0.3366960907944514,-57
c5_linkguard,P0008_D04,0.5842839036755387,-61
c6_aggressive_redaction,P0008_D04,0.75,-130
c1b_presidio_redaction,P0008_D04,0.29952830188679247,-2
c1_direct_redaction,P0009_D01,0.14148681055155876,-44
c2_consistent_pseudonym,P0009_D01,0.2028301886792453,-30
c3_per_doc_pseudonym,P0009_D01,0.2447552447552448,-20
c4_doc_local_anon,P0009_D01,0.14148681055155876,-44
c5_linkguard,P0009_D01,0.5947242206235013,-44
c6_aggressive_redaction,P0009_D01,0.7518796992481203,-80
c1b_presidio_redaction,P0009_D01,0.25934314835787087,5
c1_direct_redaction,P0009_D02,0.2749326145552561,-44
c2_consistent_pseudonym,P0009_D02,0.26190476190476186,-30
c3_per_doc_pseudonym,P0009_D02,0.30026109660574407,-20
c4_doc_local_anon,P0009_D02,0.2749326145552561,-44
c5_linkguard,P0009_D02,0.5972972972972973,-46
c6_aggressive_redaction,P0009_D02,0.739251040221914,-65
c1b_presidio_redaction,P0009_D02,0.3198482932996207,5
c1_direct_redaction,P0009_D03,0.2592592592592593,-44
c2_consistent_pseudonym,P0009_D03,0.25139664804469275,-30
c3_per_doc_pseudonym,P0009_D03,0.2920110192837465,-20
c4_doc_local_anon,P0009_D03,0.2592592592592593,-44
c5_linkguard,P0009_D03,0.35684062059238364,-37
c6_aggressive_redaction,P0009_D03,0.4260614934114202,-63
c1b_presidio_redaction,P0009_D03,0.30758988015978694,5
c1_direct_redaction,P0009_D04,0.2512315270935961,-44
c2_consistent_pseudonym,P0009_D04,0.23970944309927356,-30
c3_per_doc_pseudonym,P0009_D04,0.20334928229665072,-20
c4_doc_local_anon,P0009_D04,0.2512315270935961,-44
c5_linkguard,P0009_D04,0.7564575645756457,-43
c6_aggressive_redaction,P0009_D04,0.4576271186440678,-89
c1b_presidio_redaction,P0009_D04,0.2706155632984901,5
c1_direct_redaction,P0010_D01,0.24342857142857144,-55
c2_consistent_pseudonym,P0010_D01,0.2166105499438833,-39
c3_per_doc_pseudonym,P0010_D01,0.2297447280799112,-29
c4_doc_local_anon,P0010_D01,0.7111111111111111,-30
c5_linkguard,P0010_D01,0.680952380952381,-90
c6_aggressive_redaction,P0010_D01,0.9071518193224593,-133
c1b_presidio_redaction,P0010_D01,0.8857758620689655,-2
c1_direct_redaction,P0010_D02,0.2681067344345617,-55
c2_consistent_pseudonym,P0010_D02,0.20707070707070707,-50
c3_per_doc_pseudonym,P0010_D02,0.21446384039900246,-40
c4_doc_local_anon,P0010_D02,0.2681067344345617,-55
c5_linkguard,P0010_D02,0.6077419354838709,-67
c6_aggressive_redaction,P0010_D02,0.496617050067659,-103
c1b_presidio_redaction,P0010_D02,0.21592279855247287,-13
c1_direct_redaction,P0010_D03,0.26607818411097095,-55
c2_consistent_pseudonym,P0010_D03,0.18912237330037085,-39
c3_per_doc_pseudonym,P0010_D03,0.19902319902319898,-29
c4_doc_local_anon,P0010_D03,0.3031784841075794,-30
c5_linkguard,P0010_D03,0.5045632333767927,-81
c6_aggressive_redaction,P0010_D03,0.7857142857142857,-92
c1b_presidio_redaction,P0010_D03,0.3957845433255269,6
c1_direct_redaction,P0010_D04,0.25452352231604347,-55
c2_consistent_pseudonym,P0010_D04,0.2541966426858513,-50
c3_per_doc_pseudonym,P0010_D04,0.26303317535545023,-40
c4_doc_local_anon,P0010_D04,0.25452352231604347,-55
c5_linkguard,P0010_D04,0.6402877697841727,-50
c6_aggressive_redaction,P0010_D04,0.5337748344370861,-129
c1b_presidio_redaction,P0010_D04,0.8805970149253731,-13
c1_direct_redaction,P0011_D01,0.26918075422626786,-51
c2_consistent_pseudonym,P0011_D01,0.24904214559386972,-37
c3_per_doc_pseudonym,P0011_D01,0.26103404791929385,-27
c4_doc_local_anon,P0011_D01,0.30710659898477155,-32
c5_linkguard,P0011_D01,0.536869340232859,-47
c6_aggressive_redaction,P0011_D01,0.7921348314606742,-108
c1b_presidio_redaction,P0011_D01,0.22128174123337363,7
c1_direct_redaction,P0011_D02,0.2533659730722154,-51
c2_consistent_pseudonym,P0011_D02,0.1897810218978102,-46
c3_per_doc_pseudonym,P0011_D02,0.19951923076923073,-36
c4_doc_local_anon,P0011_D02,0.2533659730722154,-51
c5_linkguard,P0011_D02,0.6615384615384615,-88
c6_aggressive_redaction,P0011_D02,0.8092643051771117,-134
c1b_presidio_redaction,P0011_D02,0.2586015538290788,33
c1_direct_redaction,P0011_D03,0.28864569083447333,-51
c2_consistent_pseudonym,P0011_D03,0.2966442953020134,-37
c3_per_doc_pseudonym,P0011_D03,0.3059602649006623,-27
c4_doc_local_anon,P0011_D03,0.32533333333333336,-32
c5_linkguard,P0011_D03,0.4882434301521439,-59
c6_aggressive_redaction,P0011_D03,0.6671449067431852,-85
c1b_presidio_redaction,P0011_D03,0.34347275031685676,7
c1_direct_redaction,P0011_D04,0.2622333751568381,-51
c2_consistent_pseudonym,P0011_D04,0.6134663341645885,-46
c3_per_doc_pseudonym,P0011_D04,0.6182266009852218,-36
c4_doc_local_anon,P0011_D04,0.5209125475285171,-59
c5_linkguard,P0011_D04,0.6950000000000001,-48
c6_aggressive_redaction,P0011_D04,0.7440890125173852,-129
c1b_presidio_redaction,P0011_D04,0.3179723502304147,20
c1_direct_redaction,P0012_D01,0.14754098360655743,-52
c2_consistent_pseudonym,P0012_D01,0.17741935483870963,-38
c3_per_doc_pseudonym,P0012_D01,0.2050113895216401,-28
c4_doc_local_anon,P0012_D01,0.14754098360655743,-52
c5_linkguard,P0012_D01,0.19441210710128054,-47
c6_aggressive_redaction,P0012_D01,0.7170971709717098,-93
c1b_presidio_redaction,P0012_D01,0.18385650224215244,-14
c1_direct_redaction,P0012_D02,0.2727272727272727,-52
c2_consistent_pseudonym,P0012_D02,0.2602040816326531,-38
c3_per_doc_pseudonym,P0012_D02,0.2695214105793451,-28
c4_doc_local_anon,P0012_D02,0.2727272727272727,-52
c5_linkguard,P0012_D02,0.5864759427828348,-53
c6_aggressive_redaction,P0012_D02,0.7513513513513513,-82
c1b_presidio_redaction,P0012_D02,0.2918192918192918,-3
c1_direct_redaction,P0012_D03,0.26388888888888884,-52
c2_consistent_pseudonym,P0012_D03,0.2561307901907357,-38
c3_per_doc_pseudonym,P0012_D03,0.2661290322580645,-28
c4_doc_local_anon,P0012_D03,0.26388888888888884,-52
c5_linkguard,P0012_D03,0.35900962861072905,-45
c6_aggressive_redaction,P0012_D03,0.4347202295552367,-75
c1b_presidio_redaction,P0012_D03,0.3007915567282322,-14
c1_direct_redaction,P0012_D04,0.25728155339805825,-52
c2_consistent_pseudonym,P0012_D04,0.2362768496420048,-38
c3_per_doc_pseudonym,P0012_D04,0.22169811320754718,-28
c4_doc_local_anon,P0012_D04,0.25728155339805825,-52
c5_linkguard,P0012_D04,0.6517533252720678,-49
c6_aggressive_redaction,P0012_D04,0.7992277992277992,-99
c1b_presidio_redaction,P0012_D04,0.2668213457076566,-14
c1_direct_redaction,P0013_D01,0.2433679354094579,-63
c2_consistent_pseudonym,P0013_D01,0.2505694760820045,-52
c3_per_doc_pseudonym,P0013_D01,0.26126126126126126,-42
c4_doc_local_anon,P0013_D01,0.2787258248009101,-51
c5_linkguard,P0013_D01,0.546218487394958,-97
c6_aggressive_redaction,P0013_D01,0.6691729323308271,-132
c1b_presidio_redaction,P0013_D01,0.3653846153846154,6
c1_direct_redaction,P0013_D02,0.24428399518652222,-63
c2_consistent_pseudonym,P0013_D02,0.26794258373205737,-58
c3_per_doc_pseudonym,P0013_D02,0.276595744680851,-48
c4_doc_local_anon,P0013_D02,0.24428399518652222,-63
c5_linkguard,P0013_D02,0.3489519112207151,-83
c6_aggressive_redaction,P0013_D02,0.5137254901960784,-129
c1b_presidio_redaction,P0013_D02,0.2970521541950113,-12
c1_direct_redaction,P0013_D03,0.26126126126126126,-63
c2_consistent_pseudonym,P0013_D03,0.2766497461928934,-52
c3_per_doc_pseudonym,P0013_D03,0.2857142857142857,-42
c4_doc_local_anon,P0013_D03,0.30038022813688214,-51
c5_linkguard,P0013_D03,0.322875816993464,-75
c6_aggressive_redaction,P0013_D03,0.8111702127659575,-88
c1b_presidio_redaction,P0013_D03,0.4215456674473068,14
c1_direct_redaction,P0013_D04,0.160609613130129,-63
c2_consistent_pseudonym,P0013_D04,0.5804195804195804,-58
c3_per_doc_pseudonym,P0013_D04,0.5253456221198156,-48
c4_doc_local_anon,P0013_D04,0.160609613130129,-63
c5_linkguard,P0013_D04,0.6560659599528857,-67
c6_aggressive_redaction,P0013_D04,0.6139896373056994,-144
c1b_presidio_redaction,P0013_D04,0.2168141592920354,-12
c1_direct_redaction,P0014_D01,0.2655086848635235,-58
c2_consistent_pseudonym,P0014_D01,0.275609756097561,-44
c3_per_doc_pseudonym,P0014_D01,0.2795180722891566,-34
c4_doc_local_anon,P0014_D01,0.30181818181818176,-39
c5_linkguard,P0014_D01,0.6412213740458015,-78
c6_aggressive_redaction,P0014_D01,0.6734693877551021,-129
c1b_presidio_redaction,P0014_D01,0.2116959064327485,-9
c1_direct_redaction,P0014_D02,0.26485148514851486,-58
c2_consistent_pseudonym,P0014_D02,0.2802937576499388,-49
c3_per_doc_pseudonym,P0014_D02,0.2889963724304716,-39
c4_doc_local_anon,P0014_D02,0.26485148514851486,-58
c5_linkguard,P0014_D02,0.45362134688691236,-79
c6_aggressive_redaction,P0014_D02,0.6376021798365122,-132
c1b_presidio_redaction,P0014_D02,0.2112018669778296,-9
c1_direct_redaction,P0014_D03,0.3036211699164345,-58
c2_consistent_pseudonym,P0014_D03,0.3114754098360656,-44
c3_per_doc_pseudonym,P0014_D03,0.3207547169811321,-34
c4_doc_local_anon,P0014_D03,0.34328358208955223,-39
c5_linkguard,P0014_D03,0.4601398601398602,-61
c6_aggressive_redaction,P0014_D03,0.6657060518731989,-82
c1b_presidio_redaction,P0014_D03,0.3428943937418514,-9
c1_direct_redaction,P0014_D04,0.2691358024691358,-58
c2_consistent_pseudonym,P0014_D04,0.2771672771672772,-49
c3_per_doc_pseudonym,P0014_D04,0.28588661037394447,-39
c4_doc_local_anon,P0014_D04,0.3076923076923077,-62
c5_linkguard,P0014_D04,0.6025316455696202,-78
c6_aggressive_redaction,P0014_D04,0.7503429355281207,-139
c1b_presidio_redaction,P0014_D04,0.30384167636786963,-9
c1_direct_redaction,P0015_D01,0.22840236686390536,-47
c2_consistent_pseudonym,P0015_D01,0.21071012805587896,-33
c3_per_doc_pseudonym,P0015_D01,0.2266973532796318,-23
c4_doc_local_anon,P0015_D01,0.22840236686390536,-47
c5_linkguard,P0015_D01,0.7214285714285714,-52
c6_aggressive_redaction,P0015_D01,0.845771144278607,-88
c1b_presidio_redaction,P0015_D01,0.7403740374037404,17
c1_direct_redaction,P0015_D02,0.26535947712418295,-47
c2_consistent_pseudonym,P0015_D02,0.25288831835686776,-33
c3_per_doc_pseudonym,P0015_D02,0.2623574144486692,-23
c4_doc_local_anon,P0015_D02,0.26535947712418295,-47
c5_linkguard,P0015_D02,0.37876802096985585,-49
c6_aggressive_redaction,P0015_D02,0.7247956403269755,-78
c1b_presidio_redaction,P0015_D02,0.2320777642770352,11
c1_direct_redaction,P0015_D03,0.27817403708987165,-47
c2_consistent_pseudonym,P0015_D03,0.2671328671328671,-33
c3_per_doc_pseudonym,P0015_D03,0.28,-23
c4_doc_local_anon,P0015_D03,0.27817403708987165,-47
c5_linkguard,P0015_D03,0.31818181818181823,-44
c6_aggressive_redaction,P0015_D03,0.760233918128655,-64
c1b_presidio_redaction,P0015_D03,0.37254901960784315,17
c1_direct_redaction,P0015_D04,0.2455089820359282,-47
c2_consistent_pseudonym,P0015_D04,0.21319199057714955,-33
c3_per_doc_pseudonym,P0015_D04,0.25494761350407447,-23
c4_doc_local_anon,P0015_D04,0.2455089820359282,-47
c5_linkguard,P0015_D04,0.7469879518072289,-52
c6_aggressive_redaction,P0015_D04,0.5128205128205128,-102
c1b_presidio_redaction,P0015_D04,0.28107502799552075,11
c1_direct_redaction,P0016_D01,0.24940047961630696,-54
c2_consistent_pseudonym,P0016_D01,0.25235849056603776,-40
c3_per_doc_pseudonym,P0016_D01,0.26340326340326337,-30
c4_doc_local_anon,P0016_D01,0.28150765606595995,-39
c5_linkguard,P0016_D01,0.42752740560292324,-67
c6_aggressive_redaction,P0016_D01,0.7010309278350515,-112
c1b_presidio_redaction,P0016_D01,0.34684684684684686,0
c1_direct_redaction,P0016_D02,0.2587064676616916,-54
c2_consistent_pseudonym,P0016_D02,0.2767527675276753,-45
c3_per_doc_pseudonym,P0016_D02,0.2855407047387606,-35
c4_doc_local_anon,P0016_D02,0.2587064676616916,-54
c5_linkguard,P0016_D02,0.42244640605296346,-65
c6_aggressive_redaction,P0016_D02,0.5234270414993307,-111
