condition,condition_label,n_personas,top1_doc_hit,hit_at_5,hit_at_10,multi_doc_at_10,target_doc_recall_at_10,mrr
original,C0 original,96,0.3333333333333333,0.3333333333333333,0.34375,0.3333333333333333,0.3177083333333333,0.35303937157657117
c1_direct_redaction,C1 direct redaction,96,0.3333333333333333,0.3333333333333333,0.34375,0.3333333333333333,0.3203125,0.3541137023939487
c1b_presidio_redaction,C1b Presidio redaction,96,0.3333333333333333,0.3333333333333333,0.34375,0.3333333333333333,0.3177083333333333,0.3535265305686109
c2_consistent_pseudonym,C2 consistent pseudonym,96,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3020833333333333,0.34667136258871745
c3_per_doc_pseudonym,C3 per-doc pseudonym,96,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3020833333333333,0.3465875346868108
c4_doc_local_anon,C4 doc-local proxy,96,0.3333333333333333,0.3333333333333333,0.34375,0.3333333333333333,0.3229166666666667,0.35357722060512087
c5_linkguard,C5 LinkGuard,96,0.0625,0.20833333333333334,0.4166666666666667,0.010416666666666666,0.10677083333333333,0.16069504417012712
c6_aggressive_redaction,C6 aggressive redaction,96,0.0,0.020833333333333332,0.10416666666666667,0.0,0.026041666666666668,0.035900741889966316
