condition,body_domain_acc,body_issue_acc,body_issue_phrase_rate,semantic_slot_score,placeholder_rate,body_retrieval_recall_at_5,body_retrieval_mrr,stress_utility_score
original,1.0,0.4453125,1.0,0.904296875,0.0,1.0,1.0,0.869921875
c1_direct_redaction,1.0,0.4453125,1.0,0.904296875,0.0,1.0,1.0,0.869921875
c1b_presidio_redaction,1.0,0.4505208333333333,1.0,0.904296875,0.018501857423018683,1.0,1.0,0.8709635416666666
c2_consistent_pseudonym,1.0,0.4453125,1.0,0.904296875,0.0,1.0,1.0,0.869921875
c3_per_doc_pseudonym,1.0,0.4453125,1.0,0.904296875,0.0,1.0,1.0,0.869921875
c4_doc_local_anon,1.0,0.4427083333333333,1.0,0.904296875,6.677350427350427e-05,1.0,1.0,0.8694010416666667
c5_linkguard,1.0,0.4947916666666667,1.0,0.9049479166666666,0.0,1.0,1.0,0.8799479166666668
c6_aggressive_redaction,1.0,0.2552083333333333,0.0,0.6458333333333334,0.16038345373474686,0.2864583333333333,0.21364573760212077,0.4375
