requested_candidate_set_size,candidate_set_size,condition,persona_id,risk_tier,rank,top1,top3,score_true,top_candidate
10,10,c3_per_doc_pseudonym,P0053,T3,1,1,1,0.1368531809376673,P0053
10,10,c3_per_doc_pseudonym,P0054,T1,4,0,0,0.009736972198778525,P0037
10,10,c3_per_doc_pseudonym,P0056,T3,1,1,1,0.19541343519256288,P0056
10,10,c3_per_doc_pseudonym,P0057,T1,3,0,1,0.011334576053113585,P0018
10,10,c3_per_doc_pseudonym,P0058,T2,6,0,0,0.01253471860955699,P0073
10,10,c3_per_doc_pseudonym,P0059,T3,1,1,1,0.14875137552244255,P0059
10,10,c3_per_doc_pseudonym,P0061,T2,1,1,1,0.025527507441548702,P0061
10,10,c3_per_doc_pseudonym,P0062,T3,1,1,1,0.1841028178244832,P0062
10,10,c3_per_doc_pseudonym,P0063,T1,3,0,1,0.007502616376734137,P0056
10,10,c3_per_doc_pseudonym,P0064,T2,4,0,0,0.017466170243210472,P0061
10,10,c3_per_doc_pseudonym,P0066,T1,3,0,1,0.009492447394112702,P0028
10,10,c3_per_doc_pseudonym,P0067,T2,5,0,0,0.010915060866637126,P0044
10,10,c3_per_doc_pseudonym,P0068,T3,1,1,1,0.19010012021339423,P0068
10,10,c3_per_doc_pseudonym,P0069,T1,6,0,0,0.006644169037170917,P0101
10,10,c3_per_doc_pseudonym,P0071,T3,1,1,1,0.14027146498320947,P0071
10,10,c3_per_doc_pseudonym,P0072,T1,4,0,0,0.01493086081409066,P0034
10,10,c3_per_doc_pseudonym,P0073,T2,1,1,1,0.020009904990010752,P0073
10,10,c3_per_doc_pseudonym,P0074,T3,1,1,1,0.20155218367995428,P0074
10,10,c3_per_doc_pseudonym,P0076,T2,5,0,0,0.01189753200165718,P0026
10,10,c3_per_doc_pseudonym,P0077,T3,1,1,1,0.1741863106141075,P0077
10,10,c3_per_doc_pseudonym,P0078,T1,6,0,0,0.007062590508809611,P0117
10,10,c3_per_doc_pseudonym,P0079,T2,5,0,0,0.013877180049310597,P0050
10,10,c3_per_doc_pseudonym,P0081,T1,1,1,1,0.017377457526356763,P0081
10,10,c3_per_doc_pseudonym,P0082,T2,4,0,0,0.01232188518903334,P0014
10,10,c3_per_doc_pseudonym,P0083,T3,1,1,1,0.167773112761925,P0083
10,10,c3_per_doc_pseudonym,P0084,T1,3,0,1,0.01685055186958779,P0080
10,10,c3_per_doc_pseudonym,P0086,T3,1,1,1,0.19549830484499547,P0086
10,10,c3_per_doc_pseudonym,P0087,T1,1,1,1,0.021385336440386298,P0087
10,10,c3_per_doc_pseudonym,P0088,T2,7,0,0,0.009324718789308257,P0044
10,10,c3_per_doc_pseudonym,P0089,T3,1,1,1,0.12322694475092891,P0089
10,10,c3_per_doc_pseudonym,P0091,T2,5,0,0,0.015815159030460043,P0072
10,10,c3_per_doc_pseudonym,P0092,T3,1,1,1,0.13084102501357814,P0092
10,10,c3_per_doc_pseudonym,P0093,T1,4,0,0,0.018597475952963165,P0101
10,10,c3_per_doc_pseudonym,P0094,T2,4,0,0,0.016408327907630887,P0081
10,10,c3_per_doc_pseudonym,P0096,T1,2,0,1,0.01510508402106051,P0022
10,10,c3_per_doc_pseudonym,P0097,T2,2,0,1,0.018359749373223905,P0050
10,10,c3_per_doc_pseudonym,P0098,T3,1,1,1,0.18862667950147602,P0098
10,10,c3_per_doc_pseudonym,P0099,T1,2,0,1,0.013629583390310385,P0014
10,10,c3_per_doc_pseudonym,P0101,T3,1,1,1,0.18949008587495694,P0101
10,10,c3_per_doc_pseudonym,P0102,T1,6,0,0,0.006437912493781394,P0004
10,10,c3_per_doc_pseudonym,P0103,T2,2,0,1,0.017682526554673485,P0097
10,10,c3_per_doc_pseudonym,P0104,T3,1,1,1,0.19019745154917195,P0104
10,10,c3_per_doc_pseudonym,P0106,T2,1,1,1,0.01914613238372916,P0106
10,10,c3_per_doc_pseudonym,P0107,T3,1,1,1,0.16120221905683155,P0107
10,10,c3_per_doc_pseudonym,P0108,T1,5,0,0,0.009760220555330278,P0101
10,10,c3_per_doc_pseudonym,P0109,T2,3,0,1,0.020693993986977265,P0056
10,10,c3_per_doc_pseudonym,P0111,T1,6,0,0,0.00872653385288736,P0116
10,10,c3_per_doc_pseudonym,P0112,T2,3,0,1,0.013746486794386904,P0071
10,10,c3_per_doc_pseudonym,P0113,T3,1,1,1,0.1436804311847167,P0113
10,10,c3_per_doc_pseudonym,P0114,T1,7,0,0,0.0033968794932052048,P0009
10,10,c3_per_doc_pseudonym,P0116,T3,1,1,1,0.16410830445976565,P0116
10,10,c3_per_doc_pseudonym,P0117,T1,1,1,1,0.016825567285921487,P0117
10,10,c3_per_doc_pseudonym,P0118,T2,3,0,1,0.019009061882543206,P0072
10,10,c3_per_doc_pseudonym,P0119,T3,1,1,1,0.17335646314030856,P0119
10,10,c4_doc_local_anon,P0001,T2,2,0,1,0.02792166877337295,P0046
10,10,c4_doc_local_anon,P0002,T3,1,1,1,0.17344191876327006,P0002
10,10,c4_doc_local_anon,P0003,T1,5,0,0,0.006760069489191339,P0117
10,10,c4_doc_local_anon,P0004,T2,1,1,1,0.035391962458828495,P0004
10,10,c4_doc_local_anon,P0006,T1,3,0,1,0.010560383791344885,P0026
10,10,c4_doc_local_anon,P0007,T2,2,0,1,0.043779572809488444,P0032
10,10,c4_doc_local_anon,P0008,T3,1,1,1,0.20553334892849195,P0008
10,10,c4_doc_local_anon,P0009,T1,2,0,1,0.01440110594880102,P0097
10,10,c4_doc_local_anon,P0011,T3,1,1,1,0.1687851299903077,P0011
10,10,c4_doc_local_anon,P0012,T1,1,1,1,0.021769403390066708,P0012
10,10,c4_doc_local_anon,P0013,T2,1,1,1,0.03550097745176507,P0013
10,10,c4_doc_local_anon,P0014,T3,1,1,1,0.20539104432579663,P0014
10,10,c4_doc_local_anon,P0016,T2,2,0,1,0.04555563689328904,P0072
10,10,c4_doc_local_anon,P0017,T3,1,1,1,0.22401938898553195,P0017
10,10,c4_doc_local_anon,P0018,T1,2,0,1,0.011856864060044983,P0057
10,10,c4_doc_local_anon,P0019,T2,1,1,1,0.043661046025293034,P0019
10,10,c4_doc_local_anon,P0021,T1,5,0,0,0.00599574323394362,P0028
10,10,c4_doc_local_anon,P0022,T2,1,1,1,0.05522702425928516,P0022
10,10,c4_doc_local_anon,P0023,T3,1,1,1,0.1828579767767775,P0023
10,10,c4_doc_local_anon,P0024,T1,4,0,0,0.010946252650616599,P0085
10,10,c4_doc_local_anon,P0026,T3,1,1,1,0.1728684752711907,P0026
10,10,c4_doc_local_anon,P0027,T1,9,0,0,0.003563295148868081,P0057
10,10,c4_doc_local_anon,P0028,T2,1,1,1,0.028373017395454565,P0028
10,10,c4_doc_local_anon,P0029,T3,1,1,1,0.2003406627927068,P0029
10,10,c4_doc_local_anon,P0031,T2,3,0,1,0.021267634927896014,P0047
10,10,c4_doc_local_anon,P0032,T3,1,1,1,0.1985882163452888,P0032
10,10,c4_doc_local_anon,P0033,T1,3,0,1,0.00884657151675492,P0018
10,10,c4_doc_local_anon,P0034,T2,2,0,1,0.03907232894808509,P0101
10,10,c4_doc_local_anon,P0036,T1,3,0,1,0.012648195986091815,P0085
10,10,c4_doc_local_anon,P0037,T2,1,1,1,0.040771982523296633,P0037
10,10,c4_doc_local_anon,P0038,T3,1,1,1,0.18894316642882392,P0038
10,10,c4_doc_local_anon,P0039,T1,1,1,1,0.0180708522532832,P0039
10,10,c4_doc_local_anon,P0041,T3,1,1,1,0.16584709524052207,P0041
10,10,c4_doc_local_anon,P0042,T1,4,0,0,0.007142539628194229,P0004
10,10,c4_doc_local_anon,P0043,T2,2,0,1,0.03493728084813385,P0019
10,10,c4_doc_local_anon,P0044,T3,1,1,1,0.20655829745273915,P0044
10,10,c4_doc_local_anon,P0046,T2,1,1,1,0.031428762476956716,P0046
10,10,c4_doc_local_anon,P0047,T3,1,1,1,0.15970668782198164,P0047
10,10,c4_doc_local_anon,P0048,T1,6,0,0,0.009293320235307996,P0056
10,10,c4_doc_local_anon,P0049,T2,1,1,1,0.04923091940213915,P0049
10,10,c4_doc_local_anon,P0051,T1,3,0,1,0.009361727158548903,P0075
10,10,c4_doc_local_anon,P0052,T2,1,1,1,0.044611173257062,P0052
10,10,c4_doc_local_anon,P0053,T3,1,1,1,0.14845069045849613,P0053
10,10,c4_doc_local_anon,P0054,T1,4,0,0,0.00947420123225186,P0037
10,10,c4_doc_local_anon,P0056,T3,1,1,1,0.21210976246921504,P0056
10,10,c4_doc_local_anon,P0057,T1,3,0,1,0.011028069367308746,P0018
10,10,c4_doc_local_anon,P0058,T2,2,0,1,0.029553434546802315,P0118
10,10,c4_doc_local_anon,P0059,T3,1,1,1,0.15806786356355568,P0059
10,10,c4_doc_local_anon,P0061,T2,1,1,1,0.04516188015541525,P0061
10,10,c4_doc_local_anon,P0062,T3,1,1,1,0.18535441985340614,P0062
10,10,c4_doc_local_anon,P0063,T1,3,0,1,0.007299437234788883,P0056
10,10,c4_doc_local_anon,P0064,T2,1,1,1,0.03689362906148825,P0064
10,10,c4_doc_local_anon,P0066,T1,3,0,1,0.009235018213597287,P0028
10,10,c4_doc_local_anon,P0067,T2,3,0,1,0.02479557242316164,P0064
10,10,c4_doc_local_anon,P0068,T3,1,1,1,0.1902503564057162,P0068
10,10,c4_doc_local_anon,P0069,T1,6,0,0,0.006468949932417978,P0101
10,10,c4_doc_local_anon,P0071,T3,1,1,1,0.15669184622256216,P0071
10,10,c4_doc_local_anon,P0072,T1,4,0,0,0.014536972343794334,P0034
10,10,c4_doc_local_anon,P0073,T2,1,1,1,0.049989680057640214,P0073
10,10,c4_doc_local_anon,P0074,T3,1,1,1,0.21606500713354818,P0074
10,10,c4_doc_local_anon,P0076,T2,2,0,1,0.028765259420748805,P0045
10,10,c4_doc_local_anon,P0077,T3,1,1,1,0.19550416121969794,P0077
10,10,c4_doc_local_anon,P0078,T1,6,0,0,0.006873667393898217,P0117
10,10,c4_doc_local_anon,P0079,T2,1,1,1,0.029370013867035666,P0079
10,10,c4_doc_local_anon,P0081,T1,1,1,1,0.016914750530342235,P0081
10,10,c4_doc_local_anon,P0082,T2,1,1,1,0.038750174164829905,P0082
10,10,c4_doc_local_anon,P0083,T3,1,1,1,0.1852829461344994,P0083
10,10,c4_doc_local_anon,P0084,T1,3,0,1,0.016389670951287006,P0080
10,10,c4_doc_local_anon,P0086,T3,1,1,1,0.22541134384564307,P0086
10,10,c4_doc_local_anon,P0087,T1,1,1,1,0.020810950441778442,P0087
10,10,c4_doc_local_anon,P0088,T2,1,1,1,0.03779490434392422,P0088
10,10,c4_doc_local_anon,P0089,T3,1,1,1,0.15607306377583666,P0089
10,10,c4_doc_local_anon,P0091,T2,2,0,1,0.0339821420974193,P0101
10,10,c4_doc_local_anon,P0092,T3,1,1,1,0.15890103368130043,P0092
10,10,c4_doc_local_anon,P0093,T1,4,0,0,0.01809927688662401,P0101
10,10,c4_doc_local_anon,P0094,T2,1,1,1,0.03107346762162788,P0094
10,10,c4_doc_local_anon,P0096,T1,2,0,1,0.014705111051024301,P0022
10,10,c4_doc_local_anon,P0097,T2,1,1,1,0.0444654703725586,P0097
10,10,c4_doc_local_anon,P0098,T3,1,1,1,0.19635219966511203,P0098
10,10,c4_doc_local_anon,P0099,T1,2,0,1,0.013269103102710858,P0014
10,10,c4_doc_local_anon,P0101,T3,1,1,1,0.19326259629902665,P0101
10,10,c4_doc_local_anon,P0102,T1,6,0,0,0.006264595909602864,P0004
10,10,c4_doc_local_anon,P0103,T2,1,1,1,0.045969243427551154,P0103
10,10,c4_doc_local_anon,P0104,T3,1,1,1,0.1956058313707007,P0104
10,10,c4_doc_local_anon,P0106,T2,1,1,1,0.040445755263855514,P0106
10,10,c4_doc_local_anon,P0107,T3,1,1,1,0.1831157516752879,P0107
10,10,c4_doc_local_anon,P0108,T1,5,0,0,0.009497369290543166,P0101
10,10,c4_doc_local_anon,P0109,T2,1,1,1,0.04318399309098409,P0109
10,10,c4_doc_local_anon,P0111,T1,6,0,0,0.00849320191619941,P0116
10,10,c4_doc_local_anon,P0112,T2,2,0,1,0.030120003900949106,P0071
10,10,c4_doc_local_anon,P0113,T3,1,1,1,0.18344108844278656,P0113
10,10,c4_doc_local_anon,P0114,T1,7,0,0,0.0033047126602908064,P0009
10,10,c4_doc_local_anon,P0116,T3,1,1,1,0.17805181101456252,P0116
10,10,c4_doc_local_anon,P0117,T1,1,1,1,0.022257706656998822,P0117
10,10,c4_doc_local_anon,P0118,T2,1,1,1,0.0392685760240245,P0118
10,10,c4_doc_local_anon,P0119,T3,1,1,1,0.18508777489614212,P0119
10,10,c5_linkguard,P0001,T2,7,0,0,0.005763534331401515,P0010
10,10,c5_linkguard,P0002,T3,9,0,0,0.005265873257304254,P0001
10,10,c5_linkguard,P0003,T1,8,0,0,0.0009571525223911301,P0117
10,10,c5_linkguard,P0004,T2,2,0,1,0.012836789090279691,P0044
10,10,c5_linkguard,P0006,T1,4,0,0,0.0030167511511446764,P0026
10,10,c5_linkguard,P0007,T2,7,0,0,0.0066675764322681515,P0032
10,10,c5_linkguard,P0008,T3,2,0,1,0.012794528817132556,P0016
10,10,c5_linkguard,P0009,T1,2,0,1,0.010607061970101025,P0097
10,10,c5_linkguard,P0011,T3,1,1,1,0.02117447154427067,P0011
10,10,c5_linkguard,P0012,T1,4,0,0,0.0077510417715881755,P0117
10,10,c5_linkguard,P0013,T2,5,0,0,0.006276225949678516,P0028
10,10,c5_linkguard,P0014,T3,3,0,1,0.013513827711366999,P0056
10,10,c5_linkguard,P0016,T2,10,0,0,0.001560121994986606,P0072
10,10,c5_linkguard,P0017,T3,7,0,0,0.005763301787515407,P0109
10,10,c5_linkguard,P0018,T1,4,0,0,0.006652665467862617,P0057
10,10,c5_linkguard,P0019,T2,3,0,1,0.00968832208339105,P0109
10,10,c5_linkguard,P0021,T1,6,0,0,0.0014083777881742008,P0028
10,10,c5_linkguard,P0022,T2,5,0,0,0.00820691932821832,P0002
10,10,c5_linkguard,P0023,T3,5,0,0,0.009496678410189691,P0014
10,10,c5_linkguard,P0024,T1,8,0,0,0.0020585884350624107,P0085
10,10,c5_linkguard,P0026,T3,6,0,0,0.0065709881563540415,P0057
10,10,c5_linkguard,P0027,T1,9,0,0,0.0023406701588677943,P0057
10,10,c5_linkguard,P0028,T2,2,0,1,0.014499463248001658,P0057
10,10,c5_linkguard,P0029,T3,6,0,0,0.010098101543599431,P0091
10,10,c5_linkguard,P0031,T2,9,0,0,0.00160441645458734,P0015
10,10,c5_linkguard,P0032,T3,1,1,1,0.015501400611558505,P0032
10,10,c5_linkguard,P0033,T1,3,0,1,0.006070600077481862,P0018
10,10,c5_linkguard,P0034,T2,4,0,0,0.006832848911174193,P0101
10,10,c5_linkguard,P0036,T1,7,0,0,0.0009607866926872938,P0070
10,10,c5_linkguard,P0037,T2,2,0,1,0.010907326358939888,P0029
10,10,c5_linkguard,P0038,T3,6,0,0,0.00658712688929901,P0054
10,10,c5_linkguard,P0039,T1,2,0,1,0.006498347909644812,P0008
10,10,c5_linkguard,P0041,T3,2,0,1,0.014500625570903905,P0051
10,10,c5_linkguard,P0042,T1,7,0,0,0.0008562355313973437,P0004
10,10,c5_linkguard,P0043,T2,6,0,0,0.00566012842839997,P0050
10,10,c5_linkguard,P0044,T3,3,0,1,0.012983219411031054,P0000
10,10,c5_linkguard,P0046,T2,9,0,0,0.006939646777035753,P0045
10,10,c5_linkguard,P0047,T3,7,0,0,0.00590964445815897,P0010
10,10,c5_linkguard,P0048,T1,6,0,0,0.004310311544181114,P0056
10,10,c5_linkguard,P0049,T2,9,0,0,0.0027813879572835013,P0080
10,10,c5_linkguard,P0051,T1,4,0,0,0.006554552653820565,P0075
10,10,c5_linkguard,P0052,T2,8,0,0,0.004954393347252811,P0015
10,10,c5_linkguard,P0053,T3,5,0,0,0.007143620625208886,P0005
10,10,c5_linkguard,P0054,T1,6,0,0,0.006650985637826118,P0037
10,10,c5_linkguard,P0056,T3,2,0,1,0.01972383473732265,P0097
10,10,c5_linkguard,P0057,T1,3,0,1,0.005958064809918246,P0018
10,10,c5_linkguard,P0058,T2,8,0,0,0.003828604380547492,P0034
10,10,c5_linkguard,P0059,T3,6,0,0,0.00499112777552232,P0011
10,10,c5_linkguard,P0061,T2,3,0,1,0.015616618250754949,P0056
10,10,c5_linkguard,P0062,T3,4,0,0,0.0066296738783733575,P0045
10,10,c5_linkguard,P0063,T1,4,0,0,0.006254390273481681,P0056
10,10,c5_linkguard,P0064,T2,7,0,0,0.006357327465723762,P0061
10,10,c5_linkguard,P0066,T1,7,0,0,0.0031058617909040164,P0028
10,10,c5_linkguard,P0067,T2,9,0,0,0.0011567990558904767,P0000
10,10,c5_linkguard,P0068,T3,6,0,0,0.008667608311392594,P0000
10,10,c5_linkguard,P0069,T1,8,0,0,0.0,P0101
10,10,c5_linkguard,P0071,T3,8,0,0,0.004512514565418126,P0105
10,10,c5_linkguard,P0072,T1,6,0,0,0.004317352043059637,P0034
10,10,c5_linkguard,P0073,T2,5,0,0,0.006057440410712321,P0061
10,10,c5_linkguard,P0074,T3,6,0,0,0.0058924722687839935,P0010
10,10,c5_linkguard,P0076,T2,7,0,0,0.006508632570488148,P0045
10,10,c5_linkguard,P0077,T3,9,0,0,0.0033089849368197343,P0061
10,10,c5_linkguard,P0078,T1,7,0,0,0.001984669061192694,P0117
10,10,c5_linkguard,P0079,T2,9,0,0,0.0029245645612747256,P0109
10,10,c5_linkguard,P0081,T1,8,0,0,0.003019504713856306,P0011
10,10,c5_linkguard,P0082,T2,7,0,0,0.005454955918775425,P0045
10,10,c5_linkguard,P0083,T3,6,0,0,0.008560547136396174,P0109
10,10,c5_linkguard,P0084,T1,7,0,0,0.004127240298643991,P0080
10,10,c5_linkguard,P0086,T3,9,0,0,0.007880932576530468,P0044
10,10,c5_linkguard,P0087,T1,4,0,0,0.006741271653331949,P0056
10,10,c5_linkguard,P0088,T2,9,0,0,0.0017169555154018048,P0030
10,10,c5_linkguard,P0089,T3,7,0,0,0.006513887822170375,P0011
10,10,c5_linkguard,P0091,T2,6,0,0,0.006959741267317951,P0101
10,10,c5_linkguard,P0092,T3,4,0,0,0.009398592664487334,P0035
10,10,c5_linkguard,P0093,T1,5,0,0,0.00431626084021519,P0044
10,10,c5_linkguard,P0094,T2,10,0,0,0.002466394352744147,P0005
10,10,c5_linkguard,P0096,T1,6,0,0,0.005808202149302133,P0022
10,10,c5_linkguard,P0097,T2,2,0,1,0.014434777064193039,P0050
10,10,c5_linkguard,P0098,T3,4,0,0,0.010437229239259684,P0057
10,10,c5_linkguard,P0099,T1,3,0,1,0.004769587938708526,P0014
10,10,c5_linkguard,P0101,T3,1,1,1,0.014951593502318183,P0101
10,10,c5_linkguard,P0102,T1,9,0,0,0.0011537632066268354,P0060
10,10,c5_linkguard,P0103,T2,2,0,1,0.011942065686224452,P0097
10,10,c5_linkguard,P0104,T3,2,0,1,0.013400631749276734,P0032
10,10,c5_linkguard,P0106,T2,3,0,1,0.009536962842940446,P0025
10,10,c5_linkguard,P0107,T3,7,0,0,0.005373601486243307,P0050
10,10,c5_linkguard,P0108,T1,6,0,0,0.0038394185390315805,P0101
10,10,c5_linkguard,P0109,T2,2,0,1,0.014114033006430198,P0056
10,10,c5_linkguard,P0111,T1,8,0,0,0.0009340213520263667,P0116
10,10,c5_linkguard,P0112,T2,8,0,0,0.002074710408769626,P0014
10,10,c5_linkguard,P0113,T3,10,0,0,0.0,P0010
10,10,c5_linkguard,P0114,T1,7,0,0,0.0,P0009
10,10,c5_linkguard,P0116,T3,5,0,0,0.008777356171850522,P0097
10,10,c5_linkguard,P0117,T1,1,1,1,0.013706032960269647,P0117
10,10,c5_linkguard,P0118,T2,6,0,0,0.005046641369229195,P0072
10,10,c5_linkguard,P0119,T3,2,0,1,0.012352983746225905,P0097
10,10,c6_aggressive_redaction,P0001,T2,2,0,1,0.006180910318743665,P0002
10,10,c6_aggressive_redaction,P0002,T3,8,0,0,0.0022418832486228502,P0001
10,10,c6_aggressive_redaction,P0003,T1,5,0,0,0.001001215102055778,P0117
10,10,c6_aggressive_redaction,P0004,T2,3,0,1,0.0037108461089580126,P0044
10,10,c6_aggressive_redaction,P0006,T1,6,0,0,0.0014491349316786315,P0026
10,10,c6_aggressive_redaction,P0007,T2,7,0,0,0.003196099017725415,P0075
10,10,c6_aggressive_redaction,P0008,T3,3,0,1,0.008962486611112815,P0023
10,10,c6_aggressive_redaction,P0009,T1,2,0,1,0.01112642604470704,P0097
10,10,c6_aggressive_redaction,P0011,T3,4,0,0,0.006116163622396626,P0063
10,10,c6_aggressive_redaction,P0012,T1,4,0,0,0.005266221609945381,P0117
10,10,c6_aggressive_redaction,P0013,T2,10,0,0,0.0,P0103
10,10,c6_aggressive_redaction,P0014,T3,3,0,1,0.008042215611327536,P0023
10,10,c6_aggressive_redaction,P0016,T2,8,0,0,0.0016747993796079913,P0072
10,10,c6_aggressive_redaction,P0017,T3,5,0,0,0.004940418912505877,P0109
10,10,c6_aggressive_redaction,P0018,T1,1,1,1,0.007225586639006404,P0018
10,10,c6_aggressive_redaction,P0019,T2,2,0,1,0.008238226947390398,P0109
10,10,c6_aggressive_redaction,P0021,T1,10,0,0,0.0,P0012
10,10,c6_aggressive_redaction,P0022,T2,4,0,0,0.0017557185521634288,P0002
10,10,c6_aggressive_redaction,P0023,T3,1,1,1,0.011303373251356877,P0023
10,10,c6_aggressive_redaction,P0024,T1,9,0,0,0.0,P0085
10,10,c6_aggressive_redaction,P0026,T3,6,0,0,0.002210721847002258,P0080
10,10,c6_aggressive_redaction,P0027,T1,10,0,0,0.0,P0018
10,10,c6_aggressive_redaction,P0028,T2,7,0,0,0.0029989908494635203,P0082
10,10,c6_aggressive_redaction,P0029,T3,5,0,0,0.0036886745369981897,P0072
10,10,c6_aggressive_redaction,P0031,T2,10,0,0,0.0,P0071
10,10,c6_aggressive_redaction,P0032,T3,2,0,1,0.00771962377201465,P0104
10,10,c6_aggressive_redaction,P0033,T1,2,0,1,0.006374895309297999,P0018
10,10,c6_aggressive_redaction,P0034,T2,4,0,0,0.005181198071361794,P0072
10,10,c6_aggressive_redaction,P0036,T1,7,0,0,0.0010113127320777392,P0085
10,10,c6_aggressive_redaction,P0037,T2,3,0,1,0.006584214416264619,P0035
10,10,c6_aggressive_redaction,P0038,T3,2,0,1,0.007212206052046626,P0115
10,10,c6_aggressive_redaction,P0039,T1,2,0,1,0.0068159606661165805,P0008
10,10,c6_aggressive_redaction,P0041,T3,8,0,0,0.0028846065390379684,P0115
10,10,c6_aggressive_redaction,P0042,T1,6,0,0,0.0008966245672347592,P0040
10,10,c6_aggressive_redaction,P0043,T2,7,0,0,0.001504258122677257,P0101
10,10,c6_aggressive_redaction,P0044,T3,2,0,1,0.010825781544471154,P0110
10,10,c6_aggressive_redaction,P0046,T2,5,0,0,0.0010936499456098744,P0045
10,10,c6_aggressive_redaction,P0047,T3,6,0,0,0.004043288269780739,P0115
10,10,c6_aggressive_redaction,P0048,T1,4,0,0,0.005896919318035108,P0056
10,10,c6_aggressive_redaction,P0049,T2,5,0,0,0.004754289193255889,P0080
10,10,c6_aggressive_redaction,P0051,T1,4,0,0,0.004532239678349719,P0085
10,10,c6_aggressive_redaction,P0052,T2,8,0,0,0.0,P0038
10,10,c6_aggressive_redaction,P0053,T3,5,0,0,0.006234914846212041,P0063
10,10,c6_aggressive_redaction,P0054,T1,9,0,0,0.0,P0030
10,10,c6_aggressive_redaction,P0056,T3,3,0,1,0.0097817755526972,P0048
10,10,c6_aggressive_redaction,P0057,T1,3,0,1,0.006259036928894154,P0018
10,10,c6_aggressive_redaction,P0058,T2,10,0,0,0.0,P0118
10,10,c6_aggressive_redaction,P0059,T3,2,0,1,0.0089598232637699,P0048
10,10,c6_aggressive_redaction,P0061,T2,5,0,0,0.007180871972497759,P0063
10,10,c6_aggressive_redaction,P0062,T3,10,0,0,0.0,P0045
10,10,c6_aggressive_redaction,P0063,T1,2,0,1,0.008545621425090928,P0056
10,10,c6_aggressive_redaction,P0064,T2,5,0,0,0.005004054250795997,P0061
10,10,c6_aggressive_redaction,P0066,T1,8,0,0,0.0,P0028
10,10,c6_aggressive_redaction,P0067,T2,9,0,0,0.0,P0098
10,10,c6_aggressive_redaction,P0068,T3,8,0,0,0.0048167771520474,P0108
10,10,c6_aggressive_redaction,P0069,T1,7,0,0,0.0,P0101
10,10,c6_aggressive_redaction,P0071,T3,4,0,0,0.004926789902845235,P0115
10,10,c6_aggressive_redaction,P0072,T1,3,0,1,0.004533972564991502,P0035
10,10,c6_aggressive_redaction,P0073,T2,6,0,0,0.002053619292056577,P0077
10,10,c6_aggressive_redaction,P0074,T3,5,0,0,0.0034788435052091307,P0054
10,10,c6_aggressive_redaction,P0076,T2,6,0,0,0.0012863406361856623,P0023
10,10,c6_aggressive_redaction,P0077,T3,7,0,0,0.004698766117878743,P0016
10,10,c6_aggressive_redaction,P0078,T1,9,0,0,0.0,P0117
10,10,c6_aggressive_redaction,P0079,T2,9,0,0,0.0,P0109
10,10,c6_aggressive_redaction,P0081,T1,5,0,0,0.003173990810260933,P0019
10,10,c6_aggressive_redaction,P0082,T2,4,0,0,0.005843577236467011,P0014
10,10,c6_aggressive_redaction,P0083,T3,8,0,0,0.001259669131756516,P0109
10,10,c6_aggressive_redaction,P0084,T1,7,0,0,0.001250315311161453,P0080
10,10,c6_aggressive_redaction,P0086,T3,5,0,0,0.0041809973373467466,P0080
10,10,c6_aggressive_redaction,P0087,T1,3,0,1,0.005005840643037468,P0056
10,10,c6_aggressive_redaction,P0088,T2,7,0,0,0.0,P0110
10,10,c6_aggressive_redaction,P0089,T3,6,0,0,0.0019679307972866916,P0061
10,10,c6_aggressive_redaction,P0091,T2,8,0,0,0.0017590258861606453,P0072
10,10,c6_aggressive_redaction,P0092,T3,2,0,1,0.009985032988839964,P0035
10,10,c6_aggressive_redaction,P0093,T1,7,0,0,0.0,P0019
10,10,c6_aggressive_redaction,P0094,T2,10,0,0,0.002643821836416842,P0059
10,10,c6_aggressive_redaction,P0096,T1,3,0,1,0.0036154719070654977,P0026
10,10,c6_aggressive_redaction,P0097,T2,4,0,0,0.004992997155080901,P0050
10,10,c6_aggressive_redaction,P0098,T3,1,1,1,0.009487363853718619,P0098
10,10,c6_aggressive_redaction,P0099,T1,4,0,0,0.0014228705261452909,P0014
10,10,c6_aggressive_redaction,P0101,T3,1,1,1,0.0073925490540319855,P0101
10,10,c6_aggressive_redaction,P0102,T1,7,0,0,0.0012130634577483736,P0019
10,10,c6_aggressive_redaction,P0103,T2,2,0,1,0.008771346007161337,P0097
10,10,c6_aggressive_redaction,P0104,T3,3,0,1,0.006329892310052555,P0063
10,10,c6_aggressive_redaction,P0106,T2,2,0,1,0.007647878144900017,P0025
10,10,c6_aggressive_redaction,P0107,T3,7,0,0,0.002620118480904793,P0091
10,10,c6_aggressive_redaction,P0108,T1,6,0,0,0.0,P0119
10,10,c6_aggressive_redaction,P0109,T2,2,0,1,0.010206546324274457,P0019
10,10,c6_aggressive_redaction,P0111,T1,5,0,0,0.0009811249111016935,P0048
10,10,c6_aggressive_redaction,P0112,T2,7,0,0,0.0,P0014
10,10,c6_aggressive_redaction,P0113,T3,9,0,0,0.0,P0002
10,10,c6_aggressive_redaction,P0114,T1,7,0,0,0.0,P0009
10,10,c6_aggressive_redaction,P0116,T3,3,0,1,0.009635588309938626,P0063
10,10,c6_aggressive_redaction,P0117,T1,1,1,1,0.013044486827199497,P0117
10,10,c6_aggressive_redaction,P0118,T2,5,0,0,0.005429235946359032,P0072
10,10,c6_aggressive_redaction,P0119,T3,7,0,0,0.002193552687923822,P0097
