condition,threshold,val_pair_f1,edit_ratio,pair_precision,pair_recall,pair_f1,cluster_ari,cluster_nmi,bcubed_precision,bcubed_recall,bcubed_f1,num_pred_clusters,fixedk_ari,fixedk_nmi,fixedk_bcubed_f1,aux_top1,aux_top3,aux_mrr,attr_exact_recovery,attr_coarse_recovery,domain_acc,issue_acc,fact_preservation,retrieval_recall_at_5,retrieval_mrr,target_k,field_aux_top1,field_aux_top3,field_aux_mrr,min_estimated_k,median_estimated_k,mean_steps,max_steps
c5_linkguard_k1,0.4018656126256197,0.3816793893129771,0.24597742097389277,0.1545595054095827,0.3472222222222222,0.21390374331550802,0.01031276759638238,0.30272349219497113,0.058664772727272725,0.7395833333333334,0.10870677383000177,13.0,0.11311163509228392,0.7424225015422531,0.3709233823835834,0.7083333333333334,0.84375,0.7927496693121693,0.39488636363636365,0.7878787878787878,1.0,1.0,0.6819444444444444,1.0,1.0,1,0.9791666666666666,1.0,0.9878472222222222,1.0,1.0,0.0,0.0
c5_linkguard_k2,0.3837880100080565,0.15550755939524838,0.5205490566319984,0.01858401388978201,0.5017361111111112,0.03584051590500403,0.0,0.0,0.010416666666666666,1.0,0.020618556701030924,1.0,-0.012937023195373478,0.5903668133753662,0.25,0.0625,0.28125,0.273396164021164,0.006628787878787879,0.1893939393939394,1.0,1.0,0.6923611111111112,1.0,1.0,2,0.3541666666666667,0.7291666666666666,0.5740410052910052,2.0,3.0,18.75,21.0
c5_linkguard_k3,0.3907686939266913,0.09742895805142084,0.527792700075415,0.014733840304182509,0.484375,0.02859778597785978,-1.9670824201031273e-05,0.07650822551440863,0.02294560185185185,0.9088541666666666,0.04476113120930762,6.0,-0.01083483817196833,0.6477611551229108,0.25,0.052083333333333336,0.2708333333333333,0.26600115740740743,0.003787878787878788,0.16003787878787878,1.0,1.0,0.69375,1.0,1.0,3,0.3333333333333333,0.7291666666666666,0.5532076719576718,3.0,4.0,19.491666666666667,21.0
c5_linkguard_k5,0.3924967438769916,0.08172531214528944,0.53511621320285,0.009804248507686665,0.5104166666666666,0.019238949056048164,7.847550861121566e-06,0.083970093133234,0.02554114438254411,0.90625,0.04968208216234733,7.0,-0.010073194553752822,0.6591801821263873,0.25,0.041666666666666664,0.2604166666666667,0.2554522156084656,0.0,0.11174242424242424,1.0,1.0,0.695138888888889,1.0,1.0,5,0.23958333333333334,0.6666666666666666,0.4807374338624339,5.0,8.0,20.25,21.0
c5_linkguard_k8,0.4055701371444003,0.06672678088367899,0.5376441112120833,0.008882354742871145,0.5034722222222222,0.01745673438675696,-2.0803728820727677e-05,0.041195059531194386,0.01797715053763441,0.953125,0.03528871107266436,4.0,-0.010058499432020057,0.6568612667047234,0.25,0.041666666666666664,0.2604166666666667,0.25515046296296295,0.0,0.09185606060606061,1.0,1.0,0.695138888888889,1.0,1.0,8,0.16666666666666666,0.6145833333333334,0.4265707671957672,8.0,16.0,20.666666666666668,21.0
c5_linkguard_k12,0.4055932997589152,0.06587615283267458,0.539158968768939,0.008588498879761016,0.5190972222222222,0.016897428652161626,-6.644850882901337e-06,0.01952229079098847,0.012896825396825398,0.9765625,0.02545745080837198,2.0,-0.010095099483972993,0.656286036889534,0.25,0.041666666666666664,0.2604166666666667,0.2545304232804233,0.0,0.08333333333333333,1.0,1.0,0.695138888888889,1.0,1.0,12,0.125,0.6041666666666666,0.3981977513227513,12.0,17.0,20.791666666666668,21.0
c5_linkguard_k20,0.9022524332976641,0.06512729425695678,0.5442049291410122,0.008608262284278594,0.3628472222222222,0.016817541742104203,-0.0004139966125093393,0.12714031148563265,0.019649621212121212,0.6145833333333334,0.03808168470822446,5.0,-0.01028168742900052,0.652522053798838,0.25,0.041666666666666664,0.2604166666666667,0.25496445105820104,0.0,0.04640151515151515,1.0,1.0,0.7180555555555554,1.0,1.0,20,0.10416666666666667,0.46875,0.34719328703703706,20.0,27.0,21.4,22.0
