condition,threshold,val_pair_f1,edit_ratio,pair_precision,pair_recall,pair_f1,cluster_ari,cluster_nmi,bcubed_precision,bcubed_recall,bcubed_f1,num_pred_clusters,fixedk_ari,fixedk_nmi,fixedk_bcubed_f1,aux_top1,aux_top3,aux_mrr,attr_exact_recovery,attr_coarse_recovery,domain_acc,issue_acc,fact_preservation,retrieval_recall_at_5,retrieval_mrr,ablation,label,description,field_aux_top1,field_aux_top3,field_aux_mrr,target_k,min_planning_estimated_k,median_planning_estimated_k,min_true_estimated_k,median_true_estimated_k,target_k_coverage,mean_l1_fields,mean_l2_fields
ca_true_corpus_linkguard,0.3924967438769916,0.08172531214528944,0.53511621320285,0.009804248507686665,0.5104166666666666,0.019238949056048164,7.847550861121566e-06,0.083970093133234,0.02554114438254411,0.90625,0.04968208216234733,7.0,-0.010073194553752822,0.6591801821263873,0.25,0.041666666666666664,0.2604166666666667,0.2554522156084656,0.0,0.11174242424242424,1.0,1.0,0.695138888888889,1.0,1.0,ca_true_corpus_linkguard,True corpus LinkGuard,Per-person field levels are selected with true corpus co-occurrence statistics.,0.23958333333333334,0.6666666666666666,0.4807374338624339,5.0,5.0,8.0,5.0,8.0,1.0,1.75,9.25
ca_shuffled_corpus_stats,0.39061122228246226,0.07536504945831371,0.5362860489467042,0.009846077148376644,0.5486111111111112,0.019344964799510252,-8.144946227503955e-05,0.07824635631352503,0.025520833333333326,0.90625,0.04964365567356063,7.0,-0.010098734344973825,0.6587704888304171,0.25,0.041666666666666664,0.2604166666666667,0.2543816137566138,0.0,0.11079545454545454,1.0,1.0,0.695138888888889,1.0,1.0,ca_shuffled_corpus_stats,Shuffled corpus stats,"Per-person field levels are selected after independently shuffling quasi-identifier fields across personas, preserving marginals but breaking co-occurrence.",0.19791666666666666,0.65625,0.457895171957672,5.0,5.0,10.0,1.0,13.0,0.9166666666666666,1.6083333333333334,9.391666666666667
ca_global_l1_generalization,0.35702011202982037,0.27053140096618356,0.38107332939955946,0.06032171581769437,0.390625,0.10450534138411519,0.0,0.0,0.010416666666666666,1.0,0.020618556701030924,1.0,0.03534832520330437,0.6902061454532639,0.29237223543459573,0.19791666666666666,0.5729166666666666,0.4396494708994709,0.0,0.7869318181818182,1.0,1.0,0.7159722222222221,1.0,1.0,ca_global_l1_generalization,Global L1 generalization,"Every persona receives the same level-1 quasi-identifier generalization, with no per-person uniqueness estimate.",0.9791666666666666,1.0,0.9878472222222222,5.0,1.0,1.0,1.0,1.0,0.0,11.0,0.0
ca_direct_targetk_suppression,0.476336932514083,0.07474226804123711,0.5255451301346259,0.009071585819479238,0.4149305555555556,0.01775499591412228,0.0017990962935198545,0.29599206930594496,0.08154761904761905,0.5611979166666666,0.14240271266230634,26.0,-0.010355671392695293,0.6514858519939848,0.25,0.11458333333333333,0.3541666666666667,0.33000165343915344,0.04450757575757576,0.10037878787878787,1.0,1.0,0.6791666666666667,1.0,1.0,ca_direct_targetk_suppression,Target-k suppression,"Corpus-aware target-k field selection is retained, but selected fields are suppressed directly instead of using progressive generalization.",0.2708333333333333,0.6458333333333334,0.49896660052910063,5.0,5.0,8.0,5.0,8.0,1.0,0.0,9.416666666666666
