ablation,aux_top1,aux_top3,aux_mrr
remove_location,0.5208333333333334,0.78125,0.6731564153439153
remove_occupation,0.5,0.7604166666666666,0.6622933201058201
remove_family,0.7083333333333334,0.84375,0.7927496693121693
remove_medical,0.7083333333333334,0.84375,0.7927496693121693
remove_rare_event,0.7083333333333334,0.84375,0.7927496693121693
remove_schedule,0.7083333333333334,0.84375,0.7927496693121693
