condition,doc_id,edit_ratio,char_delta
c4_doc_local_anon,P0012_D03,0.7651588065447545,-53
c5_linkguard,P0012_D03,0.14531548757170176,-46
c6_aggressive_redaction,P0012_D03,0.7962413452027696,-81
c1b_presidio_redaction,P0012_D03,0.16923076923076918,13
c1_direct_redaction,P0012_D04,0.1142604074402126,-53
c4_doc_local_anon,P0012_D04,0.1142604074402126,-53
c5_linkguard,P0012_D04,0.19644444444444442,-57
c6_aggressive_redaction,P0012_D04,0.3555767397521449,-133
c1b_presidio_redaction,P0012_D04,0.15905245346869712,0
c1_direct_redaction,P0013_D01,0.10131477184841453,-59
c4_doc_local_anon,P0013_D01,0.5730680948737568,-45
c5_linkguard,P0013_D01,0.5202541699761716,-93
c6_aggressive_redaction,P0013_D01,0.631578947368421,-136
c1b_presidio_redaction,P0013_D01,0.23905240488155066,41
c1_direct_redaction,P0013_D02,0.11421098517872708,-59
c4_doc_local_anon,P0013_D02,0.11421098517872708,-59
c5_linkguard,P0013_D02,0.231729055258467,-84
c6_aggressive_redaction,P0013_D02,0.33333333333333337,-126
c1b_presidio_redaction,P0013_D02,0.22538649308380798,23
c1_direct_redaction,P0013_D03,0.1176999101527404,-59
c4_doc_local_anon,P0013_D03,0.22981366459627328,-45
c5_linkguard,P0013_D03,0.24388032638259294,-69
c6_aggressive_redaction,P0013_D03,0.8195348837209302,-97
c1b_presidio_redaction,P0013_D03,0.29941618015012506,27
c1_direct_redaction,P0013_D04,0.11401218450826811,-59
c4_doc_local_anon,P0013_D04,0.11401218450826811,-59
c5_linkguard,P0013_D04,0.2821869488536155,-74
c6_aggressive_redaction,P0013_D04,0.6417061611374408,-153
c1b_presidio_redaction,P0013_D04,0.1426160337552742,-23
c1_direct_redaction,P0014_D01,0.7938808373590982,-50
c4_doc_local_anon,P0014_D01,0.34130781499202556,-38
c5_linkguard,P0014_D01,0.8037307380373073,-59
c6_aggressive_redaction,P0014_D01,0.6382428940568475,-131
c1b_presidio_redaction,P0014_D01,0.1803030303030303,28
c1_direct_redaction,P0014_D02,0.15760869565217395,-50
c4_doc_local_anon,P0014_D02,0.15760869565217395,-50
c5_linkguard,P0014_D02,0.3210332103321033,-70
c6_aggressive_redaction,P0014_D02,0.5957446808510638,-120
c1b_presidio_redaction,P0014_D02,0.24979253112033195,51
c1_direct_redaction,P0014_D03,0.1518324607329843,-50
c4_doc_local_anon,P0014_D03,0.18307426597582033,-38
c5_linkguard,P0014_D03,0.7952755905511811,-53
c6_aggressive_redaction,P0014_D03,0.5690909090909091,-96
c1b_presidio_redaction,P0014_D03,0.2273838630806846,31
c1_direct_redaction,P0014_D04,0.10671256454388989,-50
c4_doc_local_anon,P0014_D04,0.2946273830155979,-58
c5_linkguard,P0014_D04,0.471304347826087,-62
c6_aggressive_redaction,P0014_D04,0.7148182665424045,-139
c1b_presidio_redaction,P0014_D04,0.22248614410134604,51
c1_direct_redaction,P0015_D01,0.0988467874794069,-46
c4_doc_local_anon,P0015_D01,0.0988467874794069,-46
c5_linkguard,P0015_D01,0.5687242798353909,-45
c6_aggressive_redaction,P0015_D01,0.8135158254918734,-91
c1b_presidio_redaction,P0015_D01,0.8239382239382239,35
c1_direct_redaction,P0015_D02,0.1068139963167587,-46
c4_doc_local_anon,P0015_D02,0.1068139963167587,-46
c5_linkguard,P0015_D02,0.1425942962281509,-45
c6_aggressive_redaction,P0015_D02,0.4632282712511939,-85
c1b_presidio_redaction,P0015_D02,0.17657192075796724,29
c1_direct_redaction,P0015_D03,0.7924901185770751,-46
c4_doc_local_anon,P0015_D03,0.7924901185770751,-46
c5_linkguard,P0015_D03,0.7931034482758621,-43
c6_aggressive_redaction,P0015_D03,0.8755102040816327,-78
c1b_presidio_redaction,P0015_D03,0.19514472455648924,13
c1_direct_redaction,P0015_D04,0.09863945578231292,-46
c4_doc_local_anon,P0015_D04,0.09863945578231292,-46
c5_linkguard,P0015_D04,0.2457627118644068,-42
c6_aggressive_redaction,P0015_D04,0.3207885304659498,-106
c1b_presidio_redaction,P0015_D04,0.21183053557154274,29
c1_direct_redaction,P0016_D01,0.0976532929598789,-55
c4_doc_local_anon,P0016_D01,0.8169542385596399,-43
c5_linkguard,P0016_D01,0.7786438035853469,-93
c6_aggressive_redaction,P0016_D01,0.6712774613506916,-147
c1b_presidio_redaction,P0016_D01,0.18030412744388125,5
c1_direct_redaction,P0016_D02,0.11188204683434522,-55
c4_doc_local_anon,P0016_D02,0.11188204683434522,-55
c5_linkguard,P0016_D02,0.24353256021409453,-87
c6_aggressive_redaction,P0016_D02,0.6221804511278195,-144
c1b_presidio_redaction,P0016_D02,0.16777408637873759,-4
c1_direct_redaction,P0016_D03,0.7617777777777778,-55
c4_doc_local_anon,P0016_D03,0.7660510114335972,-43
c5_linkguard,P0016_D03,0.7586206896551724,-78
c6_aggressive_redaction,P0016_D03,0.8178438661710037,-104
c1b_presidio_redaction,P0016_D03,0.7822784810126582,5
c1_direct_redaction,P0016_D04,0.1264167393199651,-55
c4_doc_local_anon,P0016_D04,0.1264167393199651,-55
c5_linkguard,P0016_D04,0.5964601769911504,-72
c6_aggressive_redaction,P0016_D04,0.5791469194312796,-147
c1b_presidio_redaction,P0016_D04,0.1471825063078217,-13
c1_direct_redaction,P0017_D01,0.11111111111111116,-55
c4_doc_local_anon,P0017_D01,0.1359879789631856,-29
c5_linkguard,P0017_D01,0.5602175602175602,-73
c6_aggressive_redaction,P0017_D01,0.9451371571072319,-157
c1b_presidio_redaction,P0017_D01,0.134020618556701,-2
c1_direct_redaction,P0017_D02,0.1097872340425532,-55
c4_doc_local_anon,P0017_D02,0.1097872340425532,-55
c5_linkguard,P0017_D02,0.5277280858676208,-112
c6_aggressive_redaction,P0017_D02,0.6895910780669146,-154
c1b_presidio_redaction,P0017_D02,0.1632,20
c1_direct_redaction,P0017_D03,0.14477468839884944,-55
c4_doc_local_anon,P0017_D03,0.16931711880261924,-29
c5_linkguard,P0017_D03,0.5249266862170088,-75
c6_aggressive_redaction,P0017_D03,0.7055837563451777,-113
c1b_presidio_redaction,P0017_D03,0.166058394160584,-2
c1_direct_redaction,P0017_D04,0.10904480135249361,-55
c4_doc_local_anon,P0017_D04,0.13265306122448983,-62
c5_linkguard,P0017_D04,0.4807856532877882,-67
c6_aggressive_redaction,P0017_D04,0.850091407678245,-144
c1b_presidio_redaction,P0017_D04,0.16375198728139906,20
c1_direct_redaction,P0018_D01,0.8163437236731255,-69
c4_doc_local_anon,P0018_D01,0.8163437236731255,-69
c5_linkguard,P0018_D01,0.1536523929471033,-65
c6_aggressive_redaction,P0018_D01,0.4375545851528384,-111
c1b_presidio_redaction,P0018_D01,0.17485898468976635,-15
c1_direct_redaction,P0018_D02,0.12737127371273715,-69
c4_doc_local_anon,P0018_D02,0.12737127371273715,-69
c5_linkguard,P0018_D02,0.15732368896925863,-70
c6_aggressive_redaction,P0018_D02,0.2945590994371482,-110
c1b_presidio_redaction,P0018_D02,0.1642050390964379,-25
c1_direct_redaction,P0018_D03,0.7806072477962782,-69
c4_doc_local_anon,P0018_D03,0.7806072477962782,-69
c5_linkguard,P0018_D03,0.7859922178988327,-62
c6_aggressive_redaction,P0018_D03,0.7200402819738168,-97
c1b_presidio_redaction,P0018_D03,0.2018604651162791,-15
c1_direct_redaction,P0018_D04,0.12444836716681373,-69
c4_doc_local_anon,P0018_D04,0.12444836716681373,-69
c5_linkguard,P0018_D04,0.21800529567519855,-69
c6_aggressive_redaction,P0018_D04,0.35640785781103834,-133
c1b_presidio_redaction,P0018_D04,0.16227697536108754,-25
c1_direct_redaction,P0019_D01,0.11129163281884646,-47
c4_doc_local_anon,P0019_D01,0.3200636942675159,-22
c5_linkguard,P0019_D01,0.527363184079602,-72
c6_aggressive_redaction,P0019_D01,0.5721739130434782,-128
c1b_presidio_redaction,P0019_D01,0.3105095541401274,-22
c1_direct_redaction,P0019_D02,0.11048158640226624,-47
c4_doc_local_anon,P0019_D02,0.11048158640226624,-47
c5_linkguard,P0019_D02,0.6772334293948127,-65
c6_aggressive_redaction,P0019_D02,0.6456456456456456,-107
c1b_presidio_redaction,P0019_D02,0.15571557155715576,5
c1_direct_redaction,P0019_D03,0.12673450508788164,-47
c4_doc_local_anon,P0019_D03,0.4665461121157324,-22
c5_linkguard,P0019_D03,0.2384542884071631,-67
c6_aggressive_redaction,P0019_D03,0.40582524271844655,-98
c1b_presidio_redaction,P0019_D03,0.1916817359855335,-22
c1_direct_redaction,P0019_D04,0.10077519379844957,-47
c4_doc_local_anon,P0019_D04,0.10077519379844957,-47
c5_linkguard,P0019_D04,0.3712316968130922,-47
c6_aggressive_redaction,P0019_D04,0.8003731343283582,-136
c1b_presidio_redaction,P0019_D04,0.14262159934047813,5
c1_direct_redaction,P0020_D01,0.16479999999999995,-60
c4_doc_local_anon,P0020_D01,0.8427672955974843,-38
c5_linkguard,P0020_D01,0.8341307814992025,-56
c6_aggressive_redaction,P0020_D01,0.5146443514644352,-115
c1b_presidio_redaction,P0020_D01,0.22716981132075476,15
c1_direct_redaction,P0020_D02,0.11284722222222221,-60
c4_doc_local_anon,P0020_D02,0.11284722222222221,-60
c5_linkguard,P0020_D02,0.2667844522968198,-80
c6_aggressive_redaction,P0020_D02,0.415182755388941,-145
c1b_presidio_redaction,P0020_D02,0.15736885928393007,-11
c1_direct_redaction,P0020_D03,0.12380952380952381,-60
c4_doc_local_anon,P0020_D03,0.75,-38
c5_linkguard,P0020_D03,0.7509225092250922,-26
c6_aggressive_redaction,P0020_D03,0.806829268292683,-85
c1b_presidio_redaction,P0020_D03,0.765976597659766,1
c1_direct_redaction,P0020_D04,0.11383537653239928,-60
c4_doc_local_anon,P0020_D04,0.12720848056537104,-70
c5_linkguard,P0020_D04,0.37809187279151946,-70
c6_aggressive_redaction,P0020_D04,0.49008498583569404,-143
c1b_presidio_redaction,P0020_D04,0.8102434928631402,-11
c1_direct_redaction,P0021_D01,0.778337531486146,-53
c4_doc_local_anon,P0021_D01,0.778337531486146,-53
c5_linkguard,P0021_D01,0.778337531486146,-53
c6_aggressive_redaction,P0021_D01,0.8003502626970228,-102
c1b_presidio_redaction,P0021_D01,0.7955271565495208,8
c1_direct_redaction,P0021_D02,0.11230907457322548,-53
c4_doc_local_anon,P0021_D02,0.11230907457322548,-53
c5_linkguard,P0021_D02,0.1420863309352518,-54
c6_aggressive_redaction,P0021_D02,0.28584643848288627,-85
c1b_presidio_redaction,P0021_D02,0.1902356902356902,22
c1_direct_redaction,P0021_D03,0.1456500488758553,-53
c4_doc_local_anon,P0021_D03,0.1456500488758553,-53
c5_linkguard,P0021_D03,0.6970873786407767,-46
c6_aggressive_redaction,P0021_D03,0.7430278884462151,-72
c1b_presidio_redaction,P0021_D03,0.1456310679611651,-46
c1_direct_redaction,P0021_D04,0.10530749789385008,-53
c4_doc_local_anon,P0021_D04,0.10530749789385008,-53
c5_linkguard,P0021_D04,0.1905961376994123,-49
c6_aggressive_redaction,P0021_D04,0.5695067264573991,-125
c1b_presidio_redaction,P0021_D04,0.15722266560255382,13
c1_direct_redaction,P0022_D01,0.8156028368794326,-55
c4_doc_local_anon,P0022_D01,0.8183229813664596,-36
c5_linkguard,P0022_D01,0.8089887640449438,-78
c6_aggressive_redaction,P0022_D01,0.6345347862531434,-131
c1b_presidio_redaction,P0022_D01,0.8243243243243243,8
c1_direct_redaction,P0022_D02,0.17282889079965602,-55
c4_doc_local_anon,P0022_D02,0.17282889079965602,-55
c5_linkguard,P0022_D02,0.29796640141467723,-87
c6_aggressive_redaction,P0022_D02,0.6712834718374885,-135
c1b_presidio_redaction,P0022_D02,0.14802631578947367,-2
c1_direct_redaction,P0022_D03,0.8214607754733995,-55
c4_doc_local_anon,P0022_D03,0.824468085106383,-36
c5_linkguard,P0022_D03,0.8198362147406734,-65
c6_aggressive_redaction,P0022_D03,0.6620241411327763,-87
c1b_presidio_redaction,P0022_D03,0.7696245733788396,8
c1_direct_redaction,P0022_D04,0.10913500404203713,-55
c4_doc_local_anon,P0022_D04,0.10913500404203713,-55
c5_linkguard,P0022_D04,0.5823095823095823,-71
c6_aggressive_redaction,P0022_D04,0.7089285714285714,-172
c1b_presidio_redaction,P0022_D04,0.7751937984496124,-2
c1_direct_redaction,P0023_D01,0.7286758732737612,-51
c4_doc_local_anon,P0023_D01,0.5560897435897436,-34
c5_linkguard,P0023_D01,0.5602953240360952,-63
c6_aggressive_redaction,P0023_D01,0.5155172413793103,-122
c1b_presidio_redaction,P0023_D01,0.5768339768339769,13
c1_direct_redaction,P0023_D02,0.10576096302665516,-51
c4_doc_local_anon,P0023_D02,0.10576096302665516,-51
c5_linkguard,P0023_D02,0.5125,-94
c6_aggressive_redaction,P0023_D02,0.625587958607714,-151
c1b_presidio_redaction,P0023_D02,0.16653258246178604,29
c1_direct_redaction,P0023_D03,0.11051212938005395,-51
c4_doc_local_anon,P0023_D03,0.13451327433628324,-34
c5_linkguard,P0023_D03,0.6226071103008204,-67
c6_aggressive_redaction,P0023_D03,0.8609523809523809,-114
c1b_presidio_redaction,P0023_D03,0.5391084945332212,25
