condition,pair_f1_mean,pair_f1_std,fixedk_ari_mean,fixedk_ari_std,aux_top1_mean,aux_top1_std,aux_top3_mean,aux_top3_std,attr_exact_recovery_mean,attr_exact_recovery_std,attr_coarse_recovery_mean,attr_coarse_recovery_std,issue_acc_mean,issue_acc_std,retrieval_recall_at_5_mean,retrieval_recall_at_5_std,fact_preservation_mean,fact_preservation_std,edit_ratio_mean,edit_ratio_std
original,0.9771587826621159,0.012196125961764195,1.0,0.0,0.71875,0.03755782578608319,0.8715277777777777,0.024056261216234432,0.39520202020202017,0.0014465201057309999,0.7878787878787877,0.0,1.0,0.0,1.0,0.0,0.6831018518518518,0.001445601388518147,0.0,0.0
c1_direct_redaction,0.1999857576814222,0.03123553020475565,0.11664866371358663,0.003705199353685807,0.71875,0.03755782578608319,0.8680555555555555,0.02168402082777219,0.394570707070707,0.0023831548091132523,0.7869318181818182,0.0009469696969696129,0.9993055555555556,0.00120281306081166,1.0,0.0,0.6826388888888889,0.0006944444444445252,0.24656701433985262,0.00149661851806889
c1b_presidio_redaction,0.1451069650469804,0.002807761732042644,0.07746624216886062,0.004039852921799997,0.6284722222222222,0.04336804165554439,0.8368055555555555,0.030070326520292956,0.3308080808080808,0.0019712746207065676,0.7013888888888888,0.004859471060082225,0.9993055555555556,0.00120281306081166,1.0,0.0,0.6826388888888889,0.0006944444444445252,0.35272883152282414,0.0037151648200847162
c2_consistent_pseudonym,0.9829219604466832,0.0037444087021129536,1.0,0.0,0.4826388888888889,0.06364688465216449,0.7256944444444445,0.0592316739903888,0.271780303030303,0.0009469696969696892,0.694128787878788,0.0025054463172960065,0.9993055555555556,0.00120281306081166,1.0,0.0,0.680324074074074,0.0014456013885180983,0.2928285777924793,0.00521295630589627
c3_per_doc_pseudonym,0.15080259028615706,0.014479341066938592,0.08334590662039183,0.010289725922126902,0.4826388888888889,0.06364688465216449,0.7256944444444445,0.0592316739903888,0.271780303030303,0.0009469696969696892,0.694128787878788,0.0025054463172960065,0.9993055555555556,0.00120281306081166,1.0,0.0,0.680324074074074,0.0014456013885180983,0.30662864691878483,0.007032891514760224
c4_doc_local_anon,0.15449698363781508,0.0058082541834657145,0.10082276690852916,0.01108164230393365,0.6631944444444444,0.06278868513897615,0.8680555555555555,0.02168402082777219,0.3039772727272727,0.0018939393939393923,0.7866161616161617,0.0010934664189196646,0.9993055555555556,0.00120281306081166,1.0,0.0,0.6826388888888889,0.0006944444444445252,0.2820400418795115,0.005107922951313605
c5_linkguard,0.019951356034885,0.0011410855452877058,-0.0102178429978342,0.00015935362198619285,0.04513888888888884,0.006014065304058619,0.2534722222222222,0.021684020827772252,0.0003156565656565333,0.0005467332094598169,0.11395202020202017,0.0023831548091132492,0.9993055555555556,0.00120281306081166,1.0,0.0,0.6944444444444445,0.0018373272993503773,0.5375328562978748,0.00410462081077573
c6_aggressive_redaction,0.0161164431190386,0.00048045792143427767,-0.012399213806946667,0.0001583976317770786,0.055555555555555504,0.01591172116304111,0.2951388888888889,0.021684020827772217,0.0,0.0,0.0,0.0,0.33819444444444446,0.01696776628176474,0.29444444444444445,0.048427231587808754,0.3884259259259259,0.00040093768693728676,0.6818394138291083,0.0033430458345860207
