condition,aux_top1_mean,aux_top1_std,attr_exact_recovery_mean,attr_exact_recovery_std,issue_acc_mean,retrieval_recall_at_5_mean,edit_ratio_mean
c1_direct_redaction,0.71875,0.03755782578608319,0.394570707070707,0.0023831548091132523,0.9993055555555556,1.0,0.24656701433985262
c1b_presidio_redaction,0.6284722222222222,0.04336804165554439,0.3308080808080808,0.0019712746207065676,0.9993055555555556,1.0,0.35272883152282414
c4_doc_local_anon,0.6631944444444444,0.06278868513897615,0.3039772727272727,0.0018939393939393923,0.9993055555555556,1.0,0.2820400418795115
c5_linkguard,0.04513888888888884,0.006014065304058619,0.0003156565656565333,0.0005467332094598169,0.9993055555555556,1.0,0.5375328562978748
c6_aggressive_redaction,0.055555555555555504,0.01591172116304111,0.0,0.0,0.33819444444444446,0.29444444444444445,0.6818394138291083
